时间,最小正备用（MW）,最大正备用,最大负备用（MW）,最小负备用（MW）,正备用（MW）,负备用（MW）
2024-02-07 05:30:00+08,5100,22476,15422,-2037,18507,2295
2024-02-07 05:45:00+08,5100,22476,15422,-2037,18521,2278
2024-02-07 06:00:00+08,5100,22476,15422,-2037,18420,2379
2024-02-07 06:15:00+08,5100,22476,15422,-2037,18171,2628
2024-02-07 06:30:00+08,5100,22476,15422,-2037,17444,3355
2024-02-07 06:45:00+08,5100,22476,15422,-2037,16808,3991
2024-02-07 07:00:00+08,5100,22476,15422,-2037,15901,4898
2024-02-07 07:15:00+08,5100,22476,15422,-2037,14558,6241
2024-02-07 07:30:00+08,5100,22476,15422,-2037,13637,7162
2024-02-07 07:45:00+08,5100,22476,15422,-2037,13960,6839
2024-02-07 08:00:00+08,5100,22476,15422,-2037,13583,7026
2024-02-07 08:15:00+08,5100,22476,15422,-2037,14027,6642
2024-02-07 08:30:00+08,5100,22476,15422,-2037,15437,5233
2024-02-07 08:45:00+08,5100,22476,15422,-2037,17187,3500
2024-02-07 09:00:00+08,5100,22476,15422,-2037,19811,772
2024-02-07 09:15:00+08,5100,22476,15422,-2037,21574,-530
2024-02-07 09:30:00+08,5100,22476,15422,-2037,22476,-2037
2024-02-07 09:45:00+08,5100,22476,15422,-2037,22441,-1602
2024-02-07 10:00:00+08,5100,22476,15422,-2037,21460,-415
2024-02-07 10:15:00+08,5100,22476,15422,-2037,20789,85
2024-02-07 10:30:00+08,5100,22476,15422,-2037,21046,-166
2024-02-07 10:45:00+08,5100,22476,15422,-2037,21064,-203
2024-02-07 11:00:00+08,5100,22476,15422,-2037,21004,-278
2024-02-07 11:15:00+08,5100,22476,15422,-2037,20755,147
2024-02-07 11:30:00+08,5100,22476,15422,-2037,20932,-226
2024-02-07 11:45:00+08,5100,22476,15422,-2037,20497,208
2024-02-07 12:00:00+08,5100,22476,15422,-2037,20141,588
2024-02-07 12:15:00+08,5100,22476,15422,-2037,20529,229
2024-02-07 12:30:00+08,5100,22476,15422,-2037,20588,208
2024-02-07 12:45:00+08,5100,22476,15422,-2037,20500,321
2024-02-07 13:00:00+08,5100,22476,15422,-2037,19897,904
2024-02-07 13:15:00+08,5100,22476,15422,-2037,20370,403
2024-02-07 13:30:00+08,5100,22476,15422,-2037,20502,271
2024-02-07 13:45:00+08,5100,22476,15422,-2037,20291,477
2024-02-07 14:00:00+08,5100,22476,15422,-2037,20617,321
2024-02-07 14:15:00+08,5100,22476,15422,-2037,20774,166
2024-02-07 14:30:00+08,5100,22476,15422,-2037,20357,356
2024-02-07 14:45:00+08,5100,22476,15422,-2037,20766,-67
2024-02-07 15:00:00+08,5100,22476,15422,-2037,19605,881
2024-02-07 15:15:00+08,5100,22476,15422,-2037,19055,1122
2024-02-07 15:30:00+08,5100,22476,15422,-2037,18522,961
2024-02-07 15:45:00+08,5100,22476,15422,-2037,17714,2405
2024-02-07 16:00:00+08,5100,22476,15422,-2037,18347,2248
2024-02-07 16:15:00+08,5100,22476,15422,-2037,16478,4009
2024-02-07 16:30:00+08,5100,22476,15422,-2037,14285,6198
2024-02-07 16:45:00+08,5100,22476,15422,-2037,12886,7594
2024-02-07 17:00:00+08,5100,22476,15422,-2037,11032,9440
2024-02-07 17:15:00+08,5100,22476,15422,-2037,9763,10696
2024-02-07 17:30:00+08,5100,22476,15422,-2037,7657,12793
2024-02-07 17:45:00+08,5100,22476,15422,-2037,6271,14163
2024-02-07 18:00:00+08,5100,22476,15422,-2037,5100,15422
2024-02-07 18:15:00+08,5100,22476,15422,-2037,5977,14545
2024-02-07 18:30:00+08,5100,22476,15422,-2037,6162,14360
2024-02-07 18:45:00+08,5100,22476,15422,-2037,6441,14081
2024-02-07 19:00:00+08,5100,22476,15422,-2037,7210,13312
2024-02-07 19:15:00+08,5100,22476,15422,-2037,7017,13505
2024-02-07 19:30:00+08,5100,22476,15422,-2037,7469,13053
2024-02-07 19:45:00+08,5100,22476,15422,-2037,7907,12615
2024-02-07 20:00:00+08,5100,22476,15422,-2037,7628,12894
2024-02-07 20:15:00+08,5100,22476,15422,-2037,6972,13590
2024-02-07 20:30:00+08,5100,22476,15422,-2037,6703,13858
2024-02-07 20:45:00+08,5100,22476,15422,-2037,6696,13866
2024-02-07 21:00:00+08,5100,22476,15422,-2037,6520,14052
2024-02-07 21:15:00+08,5100,22476,15422,-2037,6473,14111
2024-02-07 21:30:00+08,5100,22476,15422,-2037,7092,13438
2024-02-07 21:45:00+08,5100,22476,15422,-2037,7997,12554
2024-02-07 22:00:00+08,5100,22476,15422,-2037,9010,11545
2024-02-07 22:15:00+08,5100,22476,15422,-2037,9372,11383
2024-02-07 22:30:00+08,5100,22476,15422,-2037,9481,11282
2024-02-07 22:45:00+08,5100,22476,15422,-2037,10030,10738
2024-02-07 23:00:00+08,5100,22476,15422,-2037,10303,10442
2024-02-07 23:15:00+08,5100,22476,15422,-2037,11182,9571
2024-02-07 23:30:00+08,5100,22476,15422,-2037,12246,8506
2024-02-07 23:45:00+08,5100,22476,15422,-2037,13023,7714
2024-02-08 00:00:00+08,5100,22476,15422,-2037,14408,6322
2024-02-08 00:15:00+08,4506,22168,15869,-1501,13333,7566
2024-02-08 00:30:00+08,4506,22168,15869,-1501,12542,8029
2024-02-08 00:45:00+08,4506,22168,15869,-1501,12332,8171
2024-02-08 01:00:00+08,4506,22168,15869,-1501,12999,7504
2024-02-08 01:15:00+08,4506,22168,15869,-1501,13139,7388
2024-02-08 01:30:00+08,4506,22168,15869,-1501,13069,7130
2024-02-08 01:45:00+08,4506,22168,15869,-1501,13513,6689
2024-02-08 02:00:00+08,4506,22168,15869,-1501,13979,6226
2024-02-08 02:15:00+08,4506,22168,15869,-1501,13856,6353
2024-02-08 02:30:00+08,4506,22168,15869,-1501,14141,6071
2024-02-08 02:45:00+08,4506,22168,15869,-1501,14373,5840
2024-02-08 03:00:00+08,4506,22168,15869,-1501,14588,5625
2024-02-08 03:15:00+08,4506,22168,15869,-1501,14727,5465
2024-02-08 03:30:00+08,4506,22168,15869,-1501,15068,5134
2024-02-08 03:45:00+08,4506,22168,15869,-1501,15270,4932
2024-02-08 04:00:00+08,4506,22168,15869,-1501,15275,4927
2024-02-08 04:15:00+08,4506,22168,15869,-1501,15413,4779
2024-02-08 04:30:00+08,4506,22168,15869,-1501,15411,4780
2024-02-08 04:45:00+08,4506,22168,15869,-1501,15275,4902
2024-02-08 05:00:00+08,4506,22168,15869,-1501,14756,5417
2024-02-08 05:15:00+08,4506,22168,15869,-1501,14768,5379
2024-02-08 05:30:00+08,4506,22168,15869,-1501,15126,5022
2024-02-08 05:45:00+08,4506,22168,15869,-1501,15034,5111
2024-02-08 06:00:00+08,4506,22168,15869,-1501,15142,5003
2024-02-08 06:15:00+08,4506,22168,15869,-1501,14592,5553
2024-02-08 06:30:00+08,4506,22168,15869,-1501,14104,6031
2024-02-08 06:45:00+08,4506,22168,15869,-1501,13435,6701
2024-02-08 07:00:00+08,4506,22168,15869,-1501,12446,7689
2024-02-08 07:15:00+08,4506,22168,15869,-1501,11247,8888
2024-02-08 07:30:00+08,4506,22168,15869,-1501,10531,9605
2024-02-08 07:45:00+08,4506,22168,15869,-1501,10168,9967
2024-02-08 08:00:00+08,4506,22168,15869,-1501,10611,9535
2024-02-08 08:15:00+08,4506,22168,15869,-1501,11395,8790
2024-02-08 08:30:00+08,4506,22168,15869,-1501,12850,7335
2024-02-08 08:45:00+08,4506,22168,15869,-1501,15100,5116
2024-02-08 09:00:00+08,4506,22168,15869,-1501,17135,3144
2024-02-08 09:15:00+08,4506,22168,15869,-1501,19347,1034
2024-02-08 09:30:00+08,4506,22168,15869,-1501,20797,44
2024-02-08 09:45:00+08,4506,22168,15869,-1501,21929,-1139
2024-02-08 10:00:00+08,4506,22168,15869,-1501,22168,-1501
2024-02-08 10:15:00+08,4506,22168,15869,-1501,21388,-709
2024-02-08 10:30:00+08,4506,22168,15869,-1501,20849,-356
2024-02-08 10:45:00+08,4506,22168,15869,-1501,19907,92
2024-02-08 11:00:00+08,4506,22168,15869,-1501,20460,-397
2024-02-08 11:15:00+08,4506,22168,15869,-1501,19565,505
2024-02-08 11:30:00+08,4506,22168,15869,-1501,20859,-804
2024-02-08 11:45:00+08,4506,22168,15869,-1501,20751,-683
2024-02-08 12:00:00+08,4506,22168,15869,-1501,20272,-172
2024-02-08 12:15:00+08,4506,22168,15869,-1501,20344,-234
2024-02-08 12:30:00+08,4506,22168,15869,-1501,19965,131
2024-02-08 12:45:00+08,4506,22168,15869,-1501,19720,83
2024-02-08 13:00:00+08,4506,22168,15869,-1501,19398,385
2024-02-08 13:15:00+08,4506,22168,15869,-1501,19147,318
2024-02-08 13:30:00+08,4506,22168,15869,-1501,19504,251
2024-02-08 13:45:00+08,4506,22168,15869,-1501,19177,574
2024-02-08 14:00:00+08,4506,22168,15869,-1501,18983,758
2024-02-08 14:15:00+08,4506,22168,15869,-1501,19805,-85
2024-02-08 14:30:00+08,4506,22168,15869,-1501,19536,155
2024-02-08 14:45:00+08,4506,22168,15869,-1501,19764,46
2024-02-08 15:00:00+08,4506,22168,15869,-1501,20180,373
2024-02-08 15:15:00+08,4506,22168,15869,-1501,19287,782
2024-02-08 15:30:00+08,4506,22168,15869,-1501,18224,1389
2024-02-08 15:45:00+08,4506,22168,15869,-1501,18752,1288
2024-02-08 16:00:00+08,4506,22168,15869,-1501,18324,1952
2024-02-08 16:15:00+08,4506,22168,15869,-1501,16811,3330
2024-02-08 16:30:00+08,4506,22168,15869,-1501,14855,5282
2024-02-08 16:45:00+08,4506,22168,15869,-1501,13242,6893
2024-02-08 17:00:00+08,4506,22168,15869,-1501,11750,8376
2024-02-08 17:15:00+08,4506,22168,15869,-1501,11237,8868
2024-02-08 17:30:00+08,4506,22168,15869,-1501,9389,10706
2024-02-08 17:45:00+08,4506,22168,15869,-1501,8298,11782
2024-02-08 18:00:00+08,4506,22168,15869,-1501,7089,12991
2024-02-08 18:15:00+08,4506,22168,15869,-1501,7694,12386
2024-02-08 18:30:00+08,4506,22168,15869,-1501,7476,12691
2024-02-08 18:45:00+08,4506,22168,15869,-1501,8046,12122
2024-02-08 19:00:00+08,4506,22168,15869,-1501,7635,12532
2024-02-08 19:15:00+08,4506,22168,15869,-1501,7071,13096
2024-02-08 19:30:00+08,4506,22168,15869,-1501,6820,13348
2024-02-08 19:45:00+08,4506,22168,15869,-1501,6576,13592
2024-02-08 20:00:00+08,4506,22168,15869,-1501,5786,14394
2024-02-08 20:15:00+08,4506,22168,15869,-1501,5243,14892
2024-02-08 20:30:00+08,4506,22168,15869,-1501,5010,15129
2024-02-08 20:45:00+08,4506,22168,15869,-1501,4584,15564
2024-02-08 21:00:00+08,4506,22168,15869,-1501,4506,15651
2024-02-08 21:15:00+08,4506,22168,15869,-1501,4588,15869
2024-02-08 21:30:00+08,4506,22168,15869,-1501,5169,15339
2024-02-08 21:45:00+08,4506,22168,15869,-1501,5797,14704
2024-02-08 22:00:00+08,4506,22168,15869,-1501,6762,13748
2024-02-08 22:15:00+08,4506,22168,15869,-1501,7518,12995
2024-02-08 22:30:00+08,4506,22168,15869,-1501,7850,12674
2024-02-08 22:45:00+08,4506,22168,15869,-1501,7928,12602
2024-02-08 23:00:00+08,4506,22168,15869,-1501,8490,12017
2024-02-08 23:15:00+08,4506,22168,15869,-1501,9773,10740
2024-02-08 23:30:00+08,4506,22168,15869,-1501,10997,9516
2024-02-08 23:45:00+08,4506,22168,15869,-1501,12193,8305
2024-02-09 00:00:00+08,4506,22168,15869,-1501,13435,7056
2024-02-09 00:15:00+08,3318,21918,16121,-1832,12193,8211
2024-02-09 00:30:00+08,3318,21918,16121,-1832,13568,7004
2024-02-09 00:45:00+08,3318,21918,16121,-1832,14550,6021
2024-02-09 01:00:00+08,3318,21918,16121,-1832,14969,5448
2024-02-09 01:15:00+08,3318,21918,16121,-1832,14956,5048
2024-02-09 01:30:00+08,3318,21918,16121,-1832,15542,4462
2024-02-09 01:45:00+08,3318,21918,16121,-1832,15703,4301
2024-02-09 02:00:00+08,3318,21918,16121,-1832,16249,3560
2024-02-09 02:15:00+08,3318,21918,16121,-1832,17087,2599
2024-02-09 02:30:00+08,3318,21918,16121,-1832,17197,2489
2024-02-09 02:45:00+08,3318,21918,16121,-1832,17477,2209
2024-02-09 03:00:00+08,3318,21918,16121,-1832,17202,2484
2024-02-09 03:15:00+08,3318,21918,16121,-1832,17222,2464
2024-02-09 03:30:00+08,3318,21918,16121,-1832,17302,2384
2024-02-09 03:45:00+08,3318,21918,16121,-1832,17394,2292
2024-02-09 04:00:00+08,3318,21918,16121,-1832,17353,2333
2024-02-09 04:15:00+08,3318,21918,16121,-1832,17806,1867
2024-02-09 04:30:00+08,3318,21918,16121,-1832,17864,1785
2024-02-09 04:45:00+08,3318,21918,16121,-1832,17915,1722
2024-02-09 05:00:00+08,3318,21918,16121,-1832,17571,2060
2024-02-09 05:15:00+08,3318,21918,16121,-1832,17473,2154
2024-02-09 05:30:00+08,3318,21918,16121,-1832,17130,2441
2024-02-09 05:45:00+08,3318,21918,16121,-1832,17096,2523
2024-02-09 06:00:00+08,3318,21918,16121,-1832,17206,2361
2024-02-09 06:15:00+08,3318,21918,16121,-1832,16823,2823
2024-02-09 06:30:00+08,3318,21918,16121,-1832,16524,3111
2024-02-09 06:45:00+08,3318,21918,16121,-1832,15974,3661
2024-02-09 07:00:00+08,3318,21918,16121,-1832,15036,4595
2024-02-09 07:15:00+08,3318,21918,16121,-1832,13864,5765
2024-02-09 07:30:00+08,3318,21918,16121,-1832,12485,7144
2024-02-09 07:45:00+08,3318,21918,16121,-1832,13306,6323
2024-02-09 08:00:00+08,3318,21918,16121,-1832,13813,5826
2024-02-09 08:15:00+08,3318,21918,16121,-1832,14231,5479
2024-02-09 08:30:00+08,3318,21918,16121,-1832,15919,3790
2024-02-09 08:45:00+08,3318,21918,16121,-1832,17321,2024
2024-02-09 09:00:00+08,3318,21918,16121,-1832,19658,-217
2024-02-09 09:15:00+08,3318,21918,16121,-1832,20975,-950
2024-02-09 09:30:00+08,3318,21918,16121,-1832,21918,-1832
2024-02-09 09:45:00+08,3318,21918,16121,-1832,20848,-908
2024-02-09 10:00:00+08,3318,21918,16121,-1832,19789,181
2024-02-09 10:15:00+08,3318,21918,16121,-1832,20064,-84
2024-02-09 10:30:00+08,3318,21918,16121,-1832,19753,62
2024-02-09 10:45:00+08,3318,21918,16121,-1832,19780,-133
2024-02-09 11:00:00+08,3318,21918,16121,-1832,19516,-9
2024-02-09 11:15:00+08,3318,21918,16121,-1832,19749,-87
2024-02-09 11:30:00+08,3318,21918,16121,-1832,19376,128
2024-02-09 11:45:00+08,3318,21918,16121,-1832,18670,105
2024-02-09 12:00:00+08,3318,21918,16121,-1832,18136,582
2024-02-09 12:15:00+08,3318,21918,16121,-1832,17488,1305
2024-02-09 12:30:00+08,3318,21918,16121,-1832,18976,-390
2024-02-09 12:45:00+08,3318,21918,16121,-1832,18089,709
2024-02-09 13:00:00+08,3318,21918,16121,-1832,17933,743
2024-02-09 13:15:00+08,3318,21918,16121,-1832,18495,233
2024-02-09 13:30:00+08,3318,21918,16121,-1832,18370,480
2024-02-09 13:45:00+08,3318,21918,16121,-1832,18222,569
2024-02-09 14:00:00+08,3318,21918,16121,-1832,17737,1043
2024-02-09 14:15:00+08,3318,21918,16121,-1832,18165,564
2024-02-09 14:30:00+08,3318,21918,16121,-1832,17617,909
2024-02-09 14:45:00+08,3318,21918,16121,-1832,17700,824
2024-02-09 15:00:00+08,3318,21918,16121,-1832,17557,1108
2024-02-09 15:15:00+08,3318,21918,16121,-1832,18021,786
2024-02-09 15:30:00+08,3318,21918,16121,-1832,18022,928
2024-02-09 15:45:00+08,3318,21918,16121,-1832,17421,2052
2024-02-09 16:00:00+08,3318,21918,16121,-1832,17568,1284
2024-02-09 16:15:00+08,3318,21918,16121,-1832,16086,2617
2024-02-09 16:30:00+08,3318,21918,16121,-1832,14607,4357
2024-02-09 16:45:00+08,3318,21918,16121,-1832,12900,6241
2024-02-09 17:00:00+08,3318,21918,16121,-1832,10899,8235
2024-02-09 17:15:00+08,3318,21918,16121,-1832,9333,9779
2024-02-09 17:30:00+08,3318,21918,16121,-1832,7910,11192
2024-02-09 17:45:00+08,3318,21918,16121,-1832,6558,12529
2024-02-09 18:00:00+08,3318,21918,16121,-1832,5747,13340
2024-02-09 18:15:00+08,3318,21918,16121,-1832,6679,12408
2024-02-09 18:30:00+08,3318,21918,16121,-1832,6107,12981
2024-02-09 18:45:00+08,3318,21918,16121,-1832,6438,12649
2024-02-09 19:00:00+08,3318,21918,16121,-1832,6551,12536
2024-02-09 19:15:00+08,3318,21918,16121,-1832,6846,12242
2024-02-09 19:30:00+08,3318,21918,16121,-1832,7385,11702
2024-02-09 19:45:00+08,3318,21918,16121,-1832,6779,12308
2024-02-09 20:00:00+08,3318,21918,16121,-1832,6446,12653
2024-02-09 20:15:00+08,3318,21918,16121,-1832,6534,12588
2024-02-09 20:30:00+08,3318,21918,16121,-1832,5904,13223
2024-02-09 20:45:00+08,3318,21918,16121,-1832,5906,13315
2024-02-09 21:00:00+08,3318,21918,16121,-1832,5890,13259
2024-02-09 21:15:00+08,3318,21918,16121,-1832,5383,13783
2024-02-09 21:30:00+08,3318,21918,16121,-1832,4659,14529
2024-02-09 21:45:00+08,3318,21918,16121,-1832,3652,15555
2024-02-09 22:00:00+08,3318,21918,16121,-1832,3891,15324
2024-02-09 22:15:00+08,3318,21918,16121,-1832,3318,15898
2024-02-09 22:30:00+08,3318,21918,16121,-1832,5123,16121
2024-02-09 22:45:00+08,3318,21918,16121,-1832,4544,14692
2024-02-09 23:00:00+08,3318,21918,16121,-1832,5318,13897
2024-02-09 23:15:00+08,3318,21918,16121,-1832,5640,13565
2024-02-09 23:30:00+08,3318,21918,16121,-1832,6541,12664
2024-02-09 23:45:00+08,3318,21918,16121,-1832,7288,11902
2024-02-10 00:00:00+08,3318,21918,16121,-1832,7763,11419
2024-02-10 00:15:00+08,3690,18646,13421,-1253,7952,11290
2024-02-10 00:30:00+08,3690,18646,13421,-1253,9230,10340
2024-02-10 00:45:00+08,3690,18646,13421,-1253,10553,9017
2024-02-10 01:00:00+08,3690,18646,13421,-1253,11841,7731
2024-02-10 01:15:00+08,3690,18646,13421,-1253,12557,6686
2024-02-10 01:30:00+08,3690,18646,13421,-1253,13423,5820
2024-02-10 01:45:00+08,3690,18646,13421,-1253,14194,5048
2024-02-10 02:00:00+08,3690,18646,13421,-1253,15160,4102
2024-02-10 02:15:00+08,3690,18646,13421,-1253,15742,3520
2024-02-10 02:30:00+08,3690,18646,13421,-1253,16393,2869
2024-02-10 02:45:00+08,3690,18646,13421,-1253,16914,2348
2024-02-10 03:00:00+08,3690,18646,13421,-1253,17135,2127
2024-02-10 03:15:00+08,3690,18646,13421,-1253,17288,1974
2024-02-10 03:30:00+08,3690,18646,13421,-1253,17716,1546
2024-02-10 03:45:00+08,3690,18646,13421,-1253,17824,1438
2024-02-10 04:00:00+08,3690,18646,13421,-1253,17649,1613
2024-02-10 04:15:00+08,3690,18646,13421,-1253,17434,1795
2024-02-10 04:30:00+08,3690,18646,13421,-1253,17386,1839
2024-02-10 04:45:00+08,3690,18646,13421,-1253,16944,2278
2024-02-10 05:00:00+08,3690,18646,13421,-1253,16191,3026
2024-02-10 05:15:00+08,3690,18646,13421,-1253,15243,3969
2024-02-10 05:30:00+08,3690,18646,13421,-1253,14374,4835
2024-02-10 05:45:00+08,3690,18646,13421,-1253,13586,5619
2024-02-10 06:00:00+08,3690,18646,13421,-1253,12832,6373
2024-02-10 06:15:00+08,3690,18646,13421,-1253,11946,7246
2024-02-10 06:30:00+08,3690,18646,13421,-1253,11314,7866
2024-02-10 06:45:00+08,3690,18646,13421,-1253,10506,8674
2024-02-10 07:00:00+08,3690,18646,13421,-1253,10501,8677
2024-02-10 07:15:00+08,3690,18646,13421,-1253,9985,9190
2024-02-10 07:30:00+08,3690,18646,13421,-1253,9954,9051
2024-02-10 07:45:00+08,3690,18646,13421,-1253,10594,8412
2024-02-10 08:00:00+08,3690,18646,13421,-1253,11960,7046
2024-02-10 08:15:00+08,3690,18646,13421,-1253,13260,5825
2024-02-10 08:30:00+08,3690,18646,13421,-1253,14075,3570
2024-02-10 08:45:00+08,3690,18646,13421,-1253,16115,1561
2024-02-10 09:00:00+08,3690,18646,13421,-1253,17762,496
2024-02-10 09:15:00+08,3690,18646,13421,-1253,18050,7
2024-02-10 09:30:00+08,3690,18646,13421,-1253,18080,-963
2024-02-10 09:45:00+08,3690,18646,13421,-1253,18646,-856
2024-02-10 10:00:00+08,3690,18646,13421,-1253,18175,-979
2024-02-10 10:15:00+08,3690,18646,13421,-1253,17613,-1253
2024-02-10 10:30:00+08,3690,18646,13421,-1253,17934,-1152
2024-02-10 10:45:00+08,3690,18646,13421,-1253,17635,-822
2024-02-10 11:00:00+08,3690,18646,13421,-1253,17348,95
2024-02-10 11:15:00+08,3690,18646,13421,-1253,15476,1760
2024-02-10 11:30:00+08,3690,18646,13421,-1253,17269,223
2024-02-10 11:45:00+08,3690,18646,13421,-1253,16947,342
2024-02-10 12:00:00+08,3690,18646,13421,-1253,17192,100
2024-02-10 12:15:00+08,3690,18646,13421,-1253,17837,-391
2024-02-10 12:30:00+08,3690,18646,13421,-1253,17583,-264
2024-02-10 12:45:00+08,3690,18646,13421,-1253,16684,53
2024-02-10 13:00:00+08,3690,18646,13421,-1253,16543,499
2024-02-10 13:15:00+08,3690,18646,13421,-1253,17068,233
2024-02-10 13:30:00+08,3690,18646,13421,-1253,14677,103
2024-02-10 13:45:00+08,3690,18646,13421,-1253,13752,375
2024-02-10 14:00:00+08,3690,18646,13421,-1253,13341,383
2024-02-10 14:15:00+08,3690,18646,13421,-1253,12290,687
2024-02-10 14:30:00+08,3690,18646,13421,-1253,10931,1443
2024-02-10 14:45:00+08,3690,18646,13421,-1253,9941,2730
2024-02-10 15:00:00+08,3690,18646,13421,-1253,10032,2269
2024-02-10 15:15:00+08,3690,18646,13421,-1253,13014,1637
2024-02-10 15:30:00+08,3690,18646,13421,-1253,15597,466
2024-02-10 15:45:00+08,3690,18646,13421,-1253,13824,1666
2024-02-10 16:00:00+08,3690,18646,13421,-1253,13281,2865
2024-02-10 16:15:00+08,3690,18646,13421,-1253,12030,4698
2024-02-10 16:30:00+08,3690,18646,13421,-1253,11383,5551
2024-02-10 16:45:00+08,3690,18646,13421,-1253,11612,5556
2024-02-10 17:00:00+08,3690,18646,13421,-1253,10503,6641
2024-02-10 17:15:00+08,3690,18646,13421,-1253,8909,8202
2024-02-10 17:30:00+08,3690,18646,13421,-1253,6620,10490
2024-02-10 17:45:00+08,3690,18646,13421,-1253,5314,11796
2024-02-10 18:00:00+08,3690,18646,13421,-1253,3690,13421
2024-02-10 18:15:00+08,3690,18646,13421,-1253,5261,11850
2024-02-10 18:30:00+08,3690,18646,13421,-1253,4338,12772
2024-02-10 18:45:00+08,3690,18646,13421,-1253,5923,11187
2024-02-10 19:00:00+08,3690,18646,13421,-1253,7216,9894
2024-02-10 19:15:00+08,3690,18646,13421,-1253,7416,9695
2024-02-10 19:30:00+08,3690,18646,13421,-1253,9178,7932
2024-02-10 19:45:00+08,3690,18646,13421,-1253,9372,7738
2024-02-10 20:00:00+08,3690,18646,13421,-1253,9841,7644
2024-02-10 20:15:00+08,3690,18646,13421,-1253,9623,7882
2024-02-10 20:30:00+08,3690,18646,13421,-1253,10481,7024
2024-02-10 20:45:00+08,3690,18646,13421,-1253,10368,7139
2024-02-10 21:00:00+08,3690,18646,13421,-1253,10552,6960
2024-02-10 21:15:00+08,3690,18646,13421,-1253,10759,6771
2024-02-10 21:30:00+08,3690,18646,13421,-1253,10222,7330
2024-02-10 21:45:00+08,3690,18646,13421,-1253,11040,6530
2024-02-10 22:00:00+08,3690,18646,13421,-1253,11595,5980
2024-02-10 22:15:00+08,3690,18646,13421,-1253,11355,6221
2024-02-10 22:30:00+08,3690,18646,13421,-1253,11404,6185
2024-02-10 22:45:00+08,3690,18646,13421,-1253,11727,5867
2024-02-10 23:00:00+08,3690,18646,13421,-1253,13302,4272
2024-02-10 23:15:00+08,3690,18646,13421,-1253,12970,4595
2024-02-10 23:30:00+08,3690,18646,13421,-1253,13255,4309
2024-02-10 23:45:00+08,3690,18646,13421,-1253,13296,4253
2024-02-11 00:00:00+08,3690,18646,13421,-1253,13985,3482
2024-02-11 00:15:00+08,6160,18961,8798,-1476,13763,4206
2024-02-11 00:30:00+08,6160,18961,8798,-1476,14118,3934
2024-02-11 00:45:00+08,6160,18961,8798,-1476,14813,3155
2024-02-11 01:00:00+08,6160,18961,8798,-1476,14796,3174
2024-02-11 01:15:00+08,6160,18961,8798,-1476,14837,3136
2024-02-11 01:30:00+08,6160,18961,8798,-1476,15450,2525
2024-02-11 01:45:00+08,6160,18961,8798,-1476,15725,2254
2024-02-11 02:00:00+08,6160,18961,8798,-1476,16434,1544
2024-02-11 02:15:00+08,6160,18961,8798,-1476,16861,1167
2024-02-11 02:30:00+08,6160,18961,8798,-1476,17071,913
2024-02-11 02:45:00+08,6160,18961,8798,-1476,17461,414
2024-02-11 03:00:00+08,6160,18961,8798,-1476,17515,587
2024-02-11 03:15:00+08,6160,18961,8798,-1476,17711,406
2024-02-11 03:30:00+08,6160,18961,8798,-1476,17914,218
2024-02-11 03:45:00+08,6160,18961,8798,-1476,17316,816
2024-02-11 04:00:00+08,6160,18961,8798,-1476,17544,587
2024-02-11 04:15:00+08,6160,18961,8798,-1476,17548,530
2024-02-11 04:30:00+08,6160,18961,8798,-1476,17485,590
2024-02-11 04:45:00+08,6160,18961,8798,-1476,17471,601
2024-02-11 05:00:00+08,6160,18961,8798,-1476,17308,756
2024-02-11 05:15:00+08,6160,18961,8798,-1476,17264,570
2024-02-11 05:30:00+08,6160,18961,8798,-1476,16969,335
2024-02-11 05:45:00+08,6160,18961,8798,-1476,17361,-91
2024-02-11 06:00:00+08,6160,18961,8798,-1476,17145,265
2024-02-11 06:15:00+08,6160,18961,8798,-1476,17413,29
2024-02-11 06:30:00+08,6160,18961,8798,-1476,17508,-83
2024-02-11 06:45:00+08,6160,18961,8798,-1476,16997,448
2024-02-11 07:00:00+08,6160,18961,8798,-1476,16082,1360
2024-02-11 07:15:00+08,6160,18961,8798,-1476,15439,2001
2024-02-11 07:30:00+08,6160,18961,8798,-1476,14726,2714
2024-02-11 07:45:00+08,6160,18961,8798,-1476,15832,3622
2024-02-11 08:00:00+08,6160,18961,8798,-1476,15385,2055
2024-02-11 08:15:00+08,6160,18961,8798,-1476,16943,577
2024-02-11 08:30:00+08,6160,18961,8798,-1476,18961,-845
2024-02-11 08:45:00+08,6160,18961,8798,-1476,18496,-1476
2024-02-11 09:00:00+08,6160,18961,8798,-1476,18489,-961
2024-02-11 09:15:00+08,6160,18961,8798,-1476,17405,-1071
2024-02-11 09:30:00+08,6160,18961,8798,-1476,16431,-384
2024-02-11 09:45:00+08,6160,18961,8798,-1476,17013,-924
2024-02-11 10:00:00+08,6160,18961,8798,-1476,16320,-199
2024-02-11 10:15:00+08,6160,18961,8798,-1476,17173,-726
2024-02-11 10:30:00+08,6160,18961,8798,-1476,17064,-456
2024-02-11 10:45:00+08,6160,18961,8798,-1476,15877,-212
2024-02-11 11:00:00+08,6160,18961,8798,-1476,16033,-542
2024-02-11 11:15:00+08,6160,18961,8798,-1476,15816,466
2024-02-11 11:30:00+08,6160,18961,8798,-1476,16668,-401
2024-02-11 11:45:00+08,6160,18961,8798,-1476,16746,-484
2024-02-11 12:00:00+08,6160,18961,8798,-1476,17133,-1063
2024-02-11 12:15:00+08,6160,18961,8798,-1476,15210,-465
