时间,最小正备用（MW）,最大正备用,最大负备用（MW）,最小负备用（MW）,正备用（MW）,负备用（MW）
2024-02-11 12:30:00+08,6160,18961,8798,-1476,13325,-120
2024-02-11 12:45:00+08,6160,18961,8798,-1476,14550,-331
2024-02-11 13:00:00+08,6160,18961,8798,-1476,13124,-284
2024-02-11 13:15:00+08,6160,18961,8798,-1476,10557,-582
2024-02-11 13:30:00+08,6160,18961,8798,-1476,9227,-885
2024-02-11 13:45:00+08,6160,18961,8798,-1476,8614,-256
2024-02-11 14:00:00+08,6160,18961,8798,-1476,8052,176
2024-02-11 14:15:00+08,6160,18961,8798,-1476,9085,-434
2024-02-11 14:30:00+08,6160,18961,8798,-1476,8811,-16
2024-02-11 14:45:00+08,6160,18961,8798,-1476,8984,113
2024-02-11 15:00:00+08,6160,18961,8798,-1476,8385,764
2024-02-11 15:15:00+08,6160,18961,8798,-1476,13475,498
2024-02-11 15:30:00+08,6160,18961,8798,-1476,13949,871
2024-02-11 15:45:00+08,6160,18961,8798,-1476,13822,1918
2024-02-11 16:00:00+08,6160,18961,8798,-1476,13493,1815
2024-02-11 16:15:00+08,6160,18961,8798,-1476,12913,1933
2024-02-11 16:30:00+08,6160,18961,8798,-1476,11133,3668
2024-02-11 16:45:00+08,6160,18961,8798,-1476,11011,3694
2024-02-11 17:00:00+08,6160,18961,8798,-1476,9439,5475
2024-02-11 17:15:00+08,6160,18961,8798,-1476,8632,6224
2024-02-11 17:30:00+08,6160,18961,8798,-1476,7092,7764
2024-02-11 17:45:00+08,6160,18961,8798,-1476,6160,8766
2024-02-11 18:00:00+08,6160,18961,8798,-1476,6403,8798
2024-02-11 18:15:00+08,6160,18961,8798,-1476,6925,8651
2024-02-11 18:30:00+08,6160,18961,8798,-1476,7830,7922
2024-02-11 18:45:00+08,6160,18961,8798,-1476,9746,6395
2024-02-11 19:00:00+08,6160,18961,8798,-1476,10346,6005
2024-02-11 19:15:00+08,6160,18961,8798,-1476,10674,6057
2024-02-11 19:30:00+08,6160,18961,8798,-1476,12417,4314
2024-02-11 19:45:00+08,6160,18961,8798,-1476,12620,4112
2024-02-11 20:00:00+08,6160,18961,8798,-1476,12994,3747
2024-02-11 20:15:00+08,6160,18961,8798,-1476,13556,3225
2024-02-11 20:30:00+08,6160,18961,8798,-1476,13606,3175
2024-02-11 20:45:00+08,6160,18961,8798,-1476,13654,3129
2024-02-11 21:00:00+08,6160,18961,8798,-1476,14185,2603
2024-02-11 21:15:00+08,6160,18961,8798,-1476,13251,3554
2024-02-11 21:30:00+08,6160,18961,8798,-1476,13255,3559
2024-02-11 21:45:00+08,6160,18961,8798,-1476,13800,3023
2024-02-11 22:00:00+08,6160,18961,8798,-1476,14470,2360
2024-02-11 22:15:00+08,6160,18961,8798,-1476,15414,1428
2024-02-11 22:30:00+08,6160,18961,8798,-1476,15746,431
2024-02-11 22:45:00+08,6160,18961,8798,-1476,16564,-142
2024-02-11 23:00:00+08,6160,18961,8798,-1476,17553,-1167
2024-02-11 23:15:00+08,6160,18961,8798,-1476,16647,-860
2024-02-11 23:30:00+08,6160,18961,8798,-1476,16624,-1217
2024-02-11 23:45:00+08,6160,18961,8798,-1476,15967,-965
2024-02-12 00:00:00+08,6160,18961,8798,-1476,14932,-630
2024-02-12 00:15:00+08,11542,15931,1905,-1566,14018,458
2024-02-12 00:30:00+08,11542,15931,1905,-1566,14264,304
2024-02-12 00:45:00+08,11542,15931,1905,-1566,14211,508
2024-02-12 01:00:00+08,11542,15931,1905,-1566,14244,232
2024-02-12 01:15:00+08,11542,15931,1905,-1566,13910,474
2024-02-12 01:30:00+08,11542,15931,1905,-1566,13629,467
2024-02-12 01:45:00+08,11542,15931,1905,-1566,13993,395
2024-02-12 02:00:00+08,11542,15931,1905,-1566,13908,481
2024-02-12 02:15:00+08,11542,15931,1905,-1566,14108,280
2024-02-12 02:30:00+08,11542,15931,1905,-1566,14171,218
2024-02-12 02:45:00+08,11542,15931,1905,-1566,13991,398
2024-02-12 03:00:00+08,11542,15931,1905,-1566,13819,280
2024-02-12 03:15:00+08,11542,15931,1905,-1566,14033,356
2024-02-12 03:30:00+08,11542,15931,1905,-1566,14027,362
2024-02-12 03:45:00+08,11542,15931,1905,-1566,13976,412
2024-02-12 04:00:00+08,11542,15931,1905,-1566,13801,588
2024-02-12 04:15:00+08,11542,15931,1905,-1566,14188,155
2024-02-12 04:30:00+08,11542,15931,1905,-1566,13950,389
2024-02-12 04:45:00+08,11542,15931,1905,-1566,13969,367
2024-02-12 05:00:00+08,11542,15931,1905,-1566,13911,416
2024-02-12 05:15:00+08,11542,15931,1905,-1566,13708,613
2024-02-12 05:30:00+08,11542,15931,1905,-1566,13900,416
2024-02-12 05:45:00+08,11542,15931,1905,-1566,13913,393
2024-02-12 06:00:00+08,11542,15931,1905,-1566,13714,580
2024-02-12 06:15:00+08,11542,15931,1905,-1566,13692,649
2024-02-12 06:30:00+08,11542,15931,1905,-1566,13732,607
2024-02-12 06:45:00+08,11542,15931,1905,-1566,13908,431
2024-02-12 07:00:00+08,11542,15931,1905,-1566,13765,67
2024-02-12 07:15:00+08,11542,15931,1905,-1566,13453,396
2024-02-12 07:30:00+08,11542,15931,1905,-1566,13022,873
2024-02-12 07:45:00+08,11542,15931,1905,-1566,13076,864
2024-02-12 08:00:00+08,11542,15931,1905,-1566,13970,8
2024-02-12 08:15:00+08,11542,15931,1905,-1566,14103,-55
2024-02-12 08:30:00+08,11542,15931,1905,-1566,14731,-95
2024-02-12 08:45:00+08,11542,15931,1905,-1566,14802,-77
2024-02-12 09:00:00+08,11542,15931,1905,-1566,14824,-61
2024-02-12 09:15:00+08,11542,15931,1905,-1566,14612,22
2024-02-12 09:30:00+08,11542,15931,1905,-1566,14757,45
2024-02-12 09:45:00+08,11542,15931,1905,-1566,15855,-1040
2024-02-12 10:00:00+08,11542,15931,1905,-1566,15459,-823
2024-02-12 10:15:00+08,11542,15931,1905,-1566,15931,-1043
2024-02-12 10:30:00+08,11542,15931,1905,-1566,15726,-833
2024-02-12 10:45:00+08,11542,15931,1905,-1566,15481,-579
2024-02-12 11:00:00+08,11542,15931,1905,-1566,15106,-244
2024-02-12 11:15:00+08,11542,15931,1905,-1566,13241,1656
2024-02-12 11:30:00+08,11542,15931,1905,-1566,13639,1096
2024-02-12 11:45:00+08,11542,15931,1905,-1566,14060,532
2024-02-12 12:00:00+08,11542,15931,1905,-1566,13578,554
2024-02-12 12:15:00+08,11542,15931,1905,-1566,14007,385
2024-02-12 12:30:00+08,11542,15931,1905,-1566,14210,142
2024-02-12 12:45:00+08,11542,15931,1905,-1566,14733,-346
2024-02-12 13:00:00+08,11542,15931,1905,-1566,14335,37
2024-02-12 13:15:00+08,11542,15931,1905,-1566,15156,-801
2024-02-12 13:30:00+08,11542,15931,1905,-1566,15245,-889
2024-02-12 13:45:00+08,11542,15931,1905,-1566,14871,-521
2024-02-12 14:00:00+08,11542,15931,1905,-1566,14354,-14
2024-02-12 14:15:00+08,11542,15931,1905,-1566,14482,-149
2024-02-12 14:30:00+08,11542,15931,1905,-1566,14325,4
2024-02-12 14:45:00+08,11542,15931,1905,-1566,13942,232
2024-02-12 15:00:00+08,11542,15931,1905,-1566,13494,674
2024-02-12 15:15:00+08,11542,15931,1905,-1566,12724,1440
2024-02-12 15:30:00+08,11542,15931,1905,-1566,12402,1905
2024-02-12 15:45:00+08,11542,15931,1905,-1566,12558,1697
2024-02-12 16:00:00+08,11542,15931,1905,-1566,12752,898
2024-02-12 16:15:00+08,11542,15931,1905,-1566,12208,1198
2024-02-12 16:30:00+08,11542,15931,1905,-1566,11542,1809
2024-02-12 16:45:00+08,11542,15931,1905,-1566,12295,1008
2024-02-12 17:00:00+08,11542,15931,1905,-1566,12145,718
2024-02-12 17:15:00+08,11542,15931,1905,-1566,13442,-437
2024-02-12 17:30:00+08,11542,15931,1905,-1566,12580,751
2024-02-12 17:45:00+08,11542,15931,1905,-1566,13323,275
2024-02-12 18:00:00+08,11542,15931,1905,-1566,13200,518
2024-02-12 18:15:00+08,11542,15931,1905,-1566,14750,-985
2024-02-12 18:30:00+08,11542,15931,1905,-1566,14967,-1201
2024-02-12 18:45:00+08,11542,15931,1905,-1566,15283,-1517
2024-02-12 19:00:00+08,11542,15931,1905,-1566,15707,-1566
2024-02-12 19:15:00+08,11542,15931,1905,-1566,14740,-793
2024-02-12 19:30:00+08,11542,15931,1905,-1566,14354,-407
2024-02-12 19:45:00+08,11542,15931,1905,-1566,13766,190
2024-02-12 20:00:00+08,11542,15931,1905,-1566,13132,746
2024-02-12 20:15:00+08,11542,15931,1905,-1566,12306,994
2024-02-12 20:30:00+08,11542,15931,1905,-1566,11988,1317
2024-02-12 20:45:00+08,11542,15931,1905,-1566,12209,1104
2024-02-12 21:00:00+08,11542,15931,1905,-1566,12713,607
2024-02-12 21:15:00+08,11542,15931,1905,-1566,12026,1316
2024-02-12 21:30:00+08,11542,15931,1905,-1566,12524,827
2024-02-12 21:45:00+08,11542,15931,1905,-1566,13032,327
2024-02-12 22:00:00+08,11542,15931,1905,-1566,13125,241
2024-02-12 22:15:00+08,11542,15931,1905,-1566,13373,5
2024-02-12 22:30:00+08,11542,15931,1905,-1566,13263,130
2024-02-12 22:45:00+08,11542,15931,1905,-1566,13368,538
2024-02-12 23:00:00+08,11542,15931,1905,-1566,13565,185
2024-02-12 23:15:00+08,11542,15931,1905,-1566,13544,200
2024-02-12 23:30:00+08,11542,15931,1905,-1566,13385,244
2024-02-12 23:45:00+08,11542,15931,1905,-1566,13366,248
2024-02-13 00:00:00+08,11542,15931,1905,-1566,13415,190
2024-02-13 00:15:00+08,7216,14147,5903,-1422,13647,422
2024-02-13 00:30:00+08,7216,14147,5903,-1422,13623,539
2024-02-13 00:45:00+08,7216,14147,5903,-1422,13578,475
2024-02-13 01:00:00+08,7216,14147,5903,-1422,13665,426
2024-02-13 01:15:00+08,7216,14147,5903,-1422,13488,627
2024-02-13 01:30:00+08,7216,14147,5903,-1422,13373,768
2024-02-13 01:45:00+08,7216,14147,5903,-1422,13796,420
2024-02-13 02:00:00+08,7216,14147,5903,-1422,13597,621
2024-02-13 02:15:00+08,7216,14147,5903,-1422,13745,473
2024-02-13 02:30:00+08,7216,14147,5903,-1422,13692,526
2024-02-13 02:45:00+08,7216,14147,5903,-1422,13604,614
2024-02-13 03:00:00+08,7216,14147,5903,-1422,13576,642
2024-02-13 03:15:00+08,7216,14147,5903,-1422,13657,561
2024-02-13 03:30:00+08,7216,14147,5903,-1422,13464,754
2024-02-13 03:45:00+08,7216,14147,5903,-1422,13517,701
2024-02-13 04:00:00+08,7216,14147,5903,-1422,13540,678
2024-02-13 04:15:00+08,7216,14147,5903,-1422,13590,628
2024-02-13 04:30:00+08,7216,14147,5903,-1422,13861,357
2024-02-13 04:45:00+08,7216,14147,5903,-1422,13731,487
2024-02-13 05:00:00+08,7216,14147,5903,-1422,13501,717
2024-02-13 05:15:00+08,7216,14147,5903,-1422,13649,569
2024-02-13 05:30:00+08,7216,14147,5903,-1422,13440,112
2024-02-13 05:45:00+08,7216,14147,5903,-1422,13233,131
2024-02-13 06:00:00+08,7216,14147,5903,-1422,13218,136
2024-02-13 06:15:00+08,7216,14147,5903,-1422,13580,100
2024-02-13 06:30:00+08,7216,14147,5903,-1422,13366,314
2024-02-13 06:45:00+08,7216,14147,5903,-1422,13061,769
2024-02-13 07:00:00+08,7216,14147,5903,-1422,13039,951
2024-02-13 07:15:00+08,7216,14147,5903,-1422,13133,857
2024-02-13 07:30:00+08,7216,14147,5903,-1422,12952,1038
2024-02-13 07:45:00+08,7216,14147,5903,-1422,13006,884
2024-02-13 08:00:00+08,7216,14147,5903,-1422,13961,-31
2024-02-13 08:15:00+08,7216,14147,5903,-1422,13984,521
2024-02-13 08:30:00+08,7216,14147,5903,-1422,13729,661
2024-02-13 08:45:00+08,7216,14147,5903,-1422,12378,1817
2024-02-13 09:00:00+08,7216,14147,5903,-1422,13238,1309
2024-02-13 09:15:00+08,7216,14147,5903,-1422,13168,1200
2024-02-13 09:30:00+08,7216,14147,5903,-1422,13435,1101
2024-02-13 09:45:00+08,7216,14147,5903,-1422,13475,598
2024-02-13 10:00:00+08,7216,14147,5903,-1422,12387,993
2024-02-13 10:15:00+08,7216,14147,5903,-1422,12937,464
2024-02-13 10:30:00+08,7216,14147,5903,-1422,13070,123
2024-02-13 10:45:00+08,7216,14147,5903,-1422,13884,-480
2024-02-13 11:00:00+08,7216,14147,5903,-1422,14147,-740
2024-02-13 11:15:00+08,7216,14147,5903,-1422,9797,924
2024-02-13 11:30:00+08,7216,14147,5903,-1422,8163,1069
2024-02-13 11:45:00+08,7216,14147,5903,-1422,8117,1133
2024-02-13 12:00:00+08,7216,14147,5903,-1422,8796,649
2024-02-13 12:15:00+08,7216,14147,5903,-1422,7715,1258
2024-02-13 12:30:00+08,7216,14147,5903,-1422,7628,1642
2024-02-13 12:45:00+08,7216,14147,5903,-1422,7292,1785
2024-02-13 13:00:00+08,7216,14147,5903,-1422,7233,2002
2024-02-13 13:15:00+08,7216,14147,5903,-1422,10417,-1304
2024-02-13 13:30:00+08,7216,14147,5903,-1422,10489,132
2024-02-13 13:45:00+08,7216,14147,5903,-1422,11925,-1321
2024-02-13 14:00:00+08,7216,14147,5903,-1422,11955,-663
2024-02-13 14:15:00+08,7216,14147,5903,-1422,12732,-1422
2024-02-13 14:30:00+08,7216,14147,5903,-1422,11808,-322
2024-02-13 14:45:00+08,7216,14147,5903,-1422,11565,545
2024-02-13 15:00:00+08,7216,14147,5903,-1422,11546,1232
2024-02-13 15:15:00+08,7216,14147,5903,-1422,11282,1481
2024-02-13 15:30:00+08,7216,14147,5903,-1422,11917,2088
2024-02-13 15:45:00+08,7216,14147,5903,-1422,12232,508
2024-02-13 16:00:00+08,7216,14147,5903,-1422,11309,882
2024-02-13 16:15:00+08,7216,14147,5903,-1422,10003,1885
2024-02-13 16:30:00+08,7216,14147,5903,-1422,8937,2900
2024-02-13 16:45:00+08,7216,14147,5903,-1422,8895,3017
2024-02-13 17:00:00+08,7216,14147,5903,-1422,8555,3693
2024-02-13 17:15:00+08,7216,14147,5903,-1422,7837,4998
2024-02-13 17:30:00+08,7216,14147,5903,-1422,7820,5250
2024-02-13 17:45:00+08,7216,14147,5903,-1422,7216,5903
2024-02-13 18:00:00+08,7216,14147,5903,-1422,7645,5569
2024-02-13 18:15:00+08,7216,14147,5903,-1422,8316,4898
2024-02-13 18:30:00+08,7216,14147,5903,-1422,8652,4664
2024-02-13 18:45:00+08,7216,14147,5903,-1422,9295,3997
2024-02-13 19:00:00+08,7216,14147,5903,-1422,9767,3441
2024-02-13 19:15:00+08,7216,14147,5903,-1422,9730,3803
2024-02-13 19:30:00+08,7216,14147,5903,-1422,10287,3246
2024-02-13 19:45:00+08,7216,14147,5903,-1422,10362,3182
2024-02-13 20:00:00+08,7216,14147,5903,-1422,10626,2997
2024-02-13 20:15:00+08,7216,14147,5903,-1422,9785,3923
2024-02-13 20:30:00+08,7216,14147,5903,-1422,9509,4207
2024-02-13 20:45:00+08,7216,14147,5903,-1422,9731,3994
2024-02-13 21:00:00+08,7216,14147,5903,-1422,9396,4339
2024-02-13 21:15:00+08,7216,14147,5903,-1422,9366,4388
2024-02-13 21:30:00+08,7216,14147,5903,-1422,9335,4433
2024-02-13 21:45:00+08,7216,14147,5903,-1422,9814,3963
2024-02-13 22:00:00+08,7216,14147,5903,-1422,9763,4029
2024-02-13 22:15:00+08,7216,14147,5903,-1422,9614,4188
2024-02-13 22:30:00+08,7216,14147,5903,-1422,10678,3191
2024-02-13 22:45:00+08,7216,14147,5903,-1422,11111,2773
2024-02-13 23:00:00+08,7216,14147,5903,-1422,11692,2194
2024-02-13 23:15:00+08,7216,14147,5903,-1422,12224,1685
2024-02-13 23:30:00+08,7216,14147,5903,-1422,12767,1143
2024-02-13 23:45:00+08,7216,14147,5903,-1422,12877,936
2024-02-14 00:00:00+08,7216,14147,5903,-1422,12723,1152
2024-02-14 00:15:00+08,2855,16000,10525,-1176,11968,1896
2024-02-14 00:30:00+08,2855,16000,10525,-1176,12496,1533
2024-02-14 00:45:00+08,2855,16000,10525,-1176,12323,1451
2024-02-14 01:00:00+08,2855,16000,10525,-1176,12019,1575
2024-02-14 01:15:00+08,2855,16000,10525,-1176,11523,2071
2024-02-14 01:30:00+08,2855,16000,10525,-1176,11403,2103
2024-02-14 01:45:00+08,2855,16000,10525,-1176,10992,2515
2024-02-14 02:00:00+08,2855,16000,10525,-1176,10863,2644
2024-02-14 02:15:00+08,2855,16000,10525,-1176,10842,2365
2024-02-14 02:30:00+08,2855,16000,10525,-1176,10104,3103
2024-02-14 02:45:00+08,2855,16000,10525,-1176,10207,3000
2024-02-14 03:00:00+08,2855,16000,10525,-1176,9670,3537
2024-02-14 03:15:00+08,2855,16000,10525,-1176,9505,3692
2024-02-14 03:30:00+08,2855,16000,10525,-1176,9234,3963
2024-02-14 03:45:00+08,2855,16000,10525,-1176,8526,4670
2024-02-14 04:00:00+08,2855,16000,10525,-1176,8003,5194
2024-02-14 04:15:00+08,2855,16000,10525,-1176,7591,5606
2024-02-14 04:30:00+08,2855,16000,10525,-1176,7519,5677
2024-02-14 04:45:00+08,2855,16000,10525,-1176,7289,5907
2024-02-14 05:00:00+08,2855,16000,10525,-1176,6774,6433
2024-02-14 05:15:00+08,2855,16000,10525,-1176,6679,6528
2024-02-14 05:30:00+08,2855,16000,10525,-1176,6350,6857
2024-02-14 05:45:00+08,2855,16000,10525,-1176,6634,6573
2024-02-14 06:00:00+08,2855,16000,10525,-1176,5609,7597
2024-02-14 06:15:00+08,2855,16000,10525,-1176,4618,8589
2024-02-14 06:30:00+08,2855,16000,10525,-1176,3872,9335
2024-02-14 06:45:00+08,2855,16000,10525,-1176,3789,9400
2024-02-14 07:00:00+08,2855,16000,10525,-1176,3573,9797
2024-02-14 07:15:00+08,2855,16000,10525,-1176,2855,10525
2024-02-14 07:30:00+08,2855,16000,10525,-1176,3327,10053
2024-02-14 07:45:00+08,2855,16000,10525,-1176,4041,9338
2024-02-14 08:00:00+08,2855,16000,10525,-1176,6258,7136
2024-02-14 08:15:00+08,2855,16000,10525,-1176,7753,5799
2024-02-14 08:30:00+08,2855,16000,10525,-1176,9989,3653
2024-02-14 08:45:00+08,2855,16000,10525,-1176,12166,1568
2024-02-14 09:00:00+08,2855,16000,10525,-1176,14944,-1176
2024-02-14 09:15:00+08,2855,16000,10525,-1176,14554,-626
2024-02-14 09:30:00+08,2855,16000,10525,-1176,13105,93
2024-02-14 09:45:00+08,2855,16000,10525,-1176,12622,-232
2024-02-14 10:00:00+08,2855,16000,10525,-1176,12599,-733
2024-02-14 10:15:00+08,2855,16000,10525,-1176,12777,-758
2024-02-14 10:30:00+08,2855,16000,10525,-1176,11527,198
2024-02-14 10:45:00+08,2855,16000,10525,-1176,12749,-354
2024-02-14 11:00:00+08,2855,16000,10525,-1176,12850,-910
2024-02-14 11:15:00+08,2855,16000,10525,-1176,11568,191
2024-02-14 11:30:00+08,2855,16000,10525,-1176,11513,427
2024-02-14 11:45:00+08,2855,16000,10525,-1176,11422,338
2024-02-14 12:00:00+08,2855,16000,10525,-1176,12115,-281
2024-02-14 12:15:00+08,2855,16000,10525,-1176,10734,1026
2024-02-14 12:30:00+08,2855,16000,10525,-1176,10590,1128
2024-02-14 12:45:00+08,2855,16000,10525,-1176,10469,1166
2024-02-14 13:00:00+08,2855,16000,10525,-1176,10605,1028
2024-02-14 13:15:00+08,2855,16000,10525,-1176,11245,-55
2024-02-14 13:30:00+08,2855,16000,10525,-1176,11372,-47
2024-02-14 13:45:00+08,2855,16000,10525,-1176,10835,398
2024-02-14 14:00:00+08,2855,16000,10525,-1176,10744,570
2024-02-14 14:15:00+08,2855,16000,10525,-1176,12254,-654
2024-02-14 14:30:00+08,2855,16000,10525,-1176,12330,-739
2024-02-14 14:45:00+08,2855,16000,10525,-1176,11873,-287
2024-02-14 15:00:00+08,2855,16000,10525,-1176,12169,-913
2024-02-14 15:15:00+08,2855,16000,10525,-1176,11359,-105
2024-02-14 15:30:00+08,2855,16000,10525,-1176,10704,446
2024-02-14 15:45:00+08,2855,16000,10525,-1176,10308,808
2024-02-14 16:00:00+08,2855,16000,10525,-1176,11301,-445
2024-02-14 16:15:00+08,2855,16000,10525,-1176,10874,-230
2024-02-14 16:30:00+08,2855,16000,10525,-1176,11078,202
2024-02-14 16:45:00+08,2855,16000,10525,-1176,10490,747
2024-02-14 17:00:00+08,2855,16000,10525,-1176,12581,467
2024-02-14 17:15:00+08,2855,16000,10525,-1176,12283,1050
2024-02-14 17:30:00+08,2855,16000,10525,-1176,12036,1296
2024-02-14 17:45:00+08,2855,16000,10525,-1176,12222,1108
2024-02-14 18:00:00+08,2855,16000,10525,-1176,11400,1980
2024-02-14 18:15:00+08,2855,16000,10525,-1176,11879,1528
2024-02-14 18:30:00+08,2855,16000,10525,-1176,12478,929
2024-02-14 18:45:00+08,2855,16000,10525,-1176,12665,922
2024-02-14 19:00:00+08,2855,16000,10525,-1176,13526,-229
2024-02-14 19:15:00+08,2855,16000,10525,-1176,12770,672
2024-02-14 19:30:00+08,2855,16000,10525,-1176,12596,826
2024-02-14 19:45:00+08,2855,16000,10525,-1176,12713,724
2024-02-14 20:00:00+08,2855,16000,10525,-1176,12298,1139
2024-02-14 20:15:00+08,2855,16000,10525,-1176,12247,1192
2024-02-14 20:30:00+08,2855,16000,10525,-1176,12012,1436
2024-02-14 20:45:00+08,2855,16000,10525,-1176,11676,1864
2024-02-14 21:00:00+08,2855,16000,10525,-1176,12153,1418
2024-02-14 21:15:00+08,2855,16000,10525,-1176,11543,1695
2024-02-14 21:30:00+08,2855,16000,10525,-1176,10821,2248
2024-02-14 21:45:00+08,2855,16000,10525,-1176,11572,1504
2024-02-14 22:00:00+08,2855,16000,10525,-1176,12237,1000
2024-02-14 22:15:00+08,2855,16000,10525,-1176,13405,251
2024-02-14 22:30:00+08,2855,16000,10525,-1176,12389,772
2024-02-14 22:45:00+08,2855,16000,10525,-1176,12861,808
2024-02-14 23:00:00+08,2855,16000,10525,-1176,13229,442
2024-02-14 23:15:00+08,2855,16000,10525,-1176,13602,273
2024-02-14 23:30:00+08,2855,16000,10525,-1176,16000,-509
2024-02-14 23:45:00+08,2855,16000,10525,-1176,15565,-74
2024-02-15 00:00:00+08,2855,16000,10525,-1176,15190,301
2024-02-15 00:15:00+08,4361,19214,12937,-1379,13911,1691
2024-02-15 00:30:00+08,4361,19214,12937,-1379,12943,1362
2024-02-15 00:45:00+08,4361,19214,12937,-1379,12862,1185
2024-02-15 01:00:00+08,4361,19214,12937,-1379,13191,845
2024-02-15 01:15:00+08,4361,19214,12937,-1379,13419,434
2024-02-15 01:30:00+08,4361,19214,12937,-1379,13298,548
2024-02-15 01:45:00+08,4361,19214,12937,-1379,12820,568
2024-02-15 02:00:00+08,4361,19214,12937,-1379,13443,398
2024-02-15 02:15:00+08,4361,19214,12937,-1379,12827,558
2024-02-15 02:30:00+08,4361,19214,12937,-1379,12627,919
2024-02-15 02:45:00+08,4361,19214,12937,-1379,12368,1018
2024-02-15 03:00:00+08,4361,19214,12937,-1379,12265,635
2024-02-15 03:15:00+08,4361,19214,12937,-1379,12588,798
2024-02-15 03:30:00+08,4361,19214,12937,-1379,11993,1392
2024-02-15 03:45:00+08,4361,19214,12937,-1379,12212,1174
2024-02-15 04:00:00+08,4361,19214,12937,-1379,12470,916
2024-02-15 04:15:00+08,4361,19214,12937,-1379,12438,888
2024-02-15 04:30:00+08,4361,19214,12937,-1379,12798,527
2024-02-15 04:45:00+08,4361,19214,12937,-1379,12781,544
2024-02-15 05:00:00+08,4361,19214,12937,-1379,12832,494
2024-02-15 05:15:00+08,4361,19214,12937,-1379,12815,-15
2024-02-15 05:30:00+08,4361,19214,12937,-1379,12726,74
2024-02-15 05:45:00+08,4361,19214,12937,-1379,12805,520
2024-02-15 06:00:00+08,4361,19214,12937,-1379,12657,143
2024-02-15 06:15:00+08,4361,19214,12937,-1379,12765,35
2024-02-15 06:30:00+08,4361,19214,12937,-1379,12388,412
2024-02-15 06:45:00+08,4361,19214,12937,-1379,11755,1042
2024-02-15 07:00:00+08,4361,19214,12937,-1379,11559,1388
2024-02-15 07:15:00+08,4361,19214,12937,-1379,10899,2048
2024-02-15 07:30:00+08,4361,19214,12937,-1379,11455,1628
2024-02-15 07:45:00+08,4361,19214,12937,-1379,10184,2898
2024-02-15 08:00:00+08,4361,19214,12937,-1379,9796,3291
2024-02-15 08:15:00+08,4361,19214,12937,-1379,9551,3622
2024-02-15 08:30:00+08,4361,19214,12937,-1379,11013,2240
2024-02-15 08:45:00+08,4361,19214,12937,-1379,11033,4207
2024-02-15 09:00:00+08,4361,19214,12937,-1379,11784,3512
2024-02-15 09:15:00+08,4361,19214,12937,-1379,12752,2587
2024-02-15 09:30:00+08,4361,19214,12937,-1379,11935,1350
2024-02-15 09:45:00+08,4361,19214,12937,-1379,13238,47
2024-02-15 10:00:00+08,4361,19214,12937,-1379,12895,803
2024-02-15 10:15:00+08,4361,19214,12937,-1379,13556,129
2024-02-15 10:30:00+08,4361,19214,12937,-1379,13446,240
2024-02-15 10:45:00+08,4361,19214,12937,-1379,13266,270
2024-02-15 11:00:00+08,4361,19214,12937,-1379,13489,51
2024-02-15 11:15:00+08,4361,19214,12937,-1379,13330,263
2024-02-15 11:30:00+08,4361,19214,12937,-1379,14895,-1147
2024-02-15 11:45:00+08,4361,19214,12937,-1379,14618,-1010
2024-02-15 12:00:00+08,4361,19214,12937,-1379,14535,-748
2024-02-15 12:15:00+08,4361,19214,12937,-1379,13827,-200
2024-02-15 12:30:00+08,4361,19214,12937,-1379,13535,93
2024-02-15 12:45:00+08,4361,19214,12937,-1379,13455,343
2024-02-15 13:00:00+08,4361,19214,12937,-1379,13124,534
