时间,直调负荷(MW),联络线受电负荷(MW),风电总加(MW),光伏总加(MW),地方电厂发电总加(MW),非市场化核电总加(MW),自备机组总加(MW),试验机组总加(MW),抽蓄(MW)
2024-06-30 08:45:00+08,55338.355,24177.121,596.99,6729.06,6777.358,64.434,4498.123,0,-543.908
2024-06-30 09:00:00+08,54961.094,24405.684,539.52,7457.71,6740.244,64.548,4496.241,0,-1120.629
2024-06-30 09:15:00+08,55093.21,25115.991,528.68,8005.2,6737.616,64.51,4468.222,0,-1109.792
2024-06-30 09:30:00+08,54735.188,24740.556,483.55,8525.24,6717.686,64.776,4461.702,0,-1449.539
2024-06-30 09:45:00+08,54703.99,24187.95,508.88,9093.27,6701.909,64.434,4441.662,0,-1730.998
2024-06-30 10:00:00+08,54664.273,23583.451,562.47,9461.09,6714.16,64.928,4428.9,0,-1982.775
2024-06-30 10:15:00+08,54881.03,23777.448,623.52,9759.46,6709.9,64.244,4407.621,0,-2286.92
2024-06-30 10:30:00+08,55471.71,22219.259,732.23,10083.28,6716.812,64.852,4385.099,0,-1979.222
2024-06-30 10:45:00+08,56043.953,21556.454,791.54,10196.4,6707.731,62.8,4363.103,0,-1959.427
2024-06-30 11:00:00+08,56074.273,20379.169,822.6,10294.05,6727.812,64.092,4367.508,0,-1957.888
2024-06-30 11:15:00+08,56417.96,18843.529,851.57,10480.19,6744.64,63.636,4368.178,0,-2248.817
2024-06-30 11:30:00+08,55771.523,18429.469,866.98,10497.8,6711.429,63.218,4358.044,0,-2246.156
2024-06-30 11:45:00+08,55179.1,17982.631,844.19,10698.86,6671.075,63.712,4354.895,0,-2244.198
2024-06-30 12:00:00+08,53990.906,17415.819,869.95,10704.74,6696.648,63.674,4362.836,0,-2239.7
2024-06-30 12:15:00+08,54185.84,17271.894,1003.96,10728.9,6711.269,62.8,4340.28,0,-2218.432
2024-06-30 12:30:00+08,54609.758,17257.201,1143.77,10403.33,6748.667,63.18,4328.715,0,-2210.933
2024-06-30 12:45:00+08,55551.555,17424.582,1311.74,10479.35,6731.011,62.723,4338.428,0,-2215.792
2024-06-30 13:00:00+08,56223.49,17495.713,1360.31,10361.11,6746.705,61.279,4345.753,0,-2202.706
2024-06-30 13:15:00+08,57887.957,17627.153,1453.81,10129.88,6716.493,62.191,4328.67,0,-1942.825
2024-06-30 13:30:00+08,58220.74,18093.613,1592.16,9904.69,6733.852,62.267,4324.464,0,-1928.123
2024-06-30 13:45:00+08,59553.312,19389.774,1648.57,9462.14,6730.576,62.153,4356.78,0,-1158.633
2024-06-30 14:00:00+08,60156.38,19713.828,1745.71,9218.35,6720.727,62.039,4360.156,0,-1150.257
2024-06-30 14:15:00+08,61128.293,21217.527,1867.28,8798.22,6768.774,61.925,4386.995,0,-1143.984
2024-06-30 14:30:00+08,62035.332,21694.786,2100.8,8259.71,6720.747,62.191,4389.041,0,-1138.543
2024-06-30 14:45:00+08,62949.13,21884.599,2160.91,7868.65,6776.966,61.887,4426.286,0,-1132.366
2024-06-30 15:00:00+08,64032.367,22198.883,2326.46,7518.4,6792.547,61.583,4475.078,0,-1120.138
2024-06-30 15:15:00+08,65045.953,22871.051,2444.13,6967.01,6808.16,60.405,4502.838,0,-841.281
2024-06-30 15:30:00+08,66472.734,23279.236,2567.52,6398.22,6800.662,59.872,4494.707,0,-832.19
2024-06-30 15:45:00+08,67211.52,23268.483,2760.07,6036.94,6786.074,61.203,4518.438,0,-561.514
2024-06-30 16:00:00+08,68110.93,23443.971,3001.44,5445.69,6764.978,61.583,4526.42,0,-280.559
2024-06-30 16:15:00+08,69418.3,23651.514,3212.09,4951.26,6781.435,60.899,4534.907,0,-3.687
2024-06-30 16:30:00+08,70450.83,23692.055,3373.63,4189.38,6768.797,60.747,4558.881,0,-3.8
2024-06-30 16:45:00+08,71914.734,23851.017,3375.23,3486.18,6804.589,60.861,4574.145,0,149.369
2024-06-30 17:00:00+08,72836.07,23749.138,3398.08,2910.97,6809.454,60.595,4568.674,0,147.404
2024-06-30 17:15:00+08,73814.08,24343.891,3445.91,2506.04,6817.381,60.785,4576.808,0,147.557
2024-06-30 17:30:00+08,74356.78,24364.401,3424.96,2142.08,6858.957,61.013,4623.887,0,147.149
2024-06-30 17:45:00+08,75028.88,24875.135,3407.5,1716.04,6816.225,58.846,4623.081,0,146.834
2024-06-30 18:00:00+08,75525.85,25048.102,3372.55,1323.96,6826.537,60.519,4625.661,0,147.636
2024-06-30 18:15:00+08,76270.695,25147.216,3351.36,961.89,6826.346,60.557,4618.673,0,299.718
2024-06-30 18:30:00+08,76689.76,24903.552,3441.25,651.69,6878.534,60.367,4604.979,0,479.731
2024-06-30 18:45:00+08,76830.99,24837.001,3839.87,350.77,6880.946,60.024,4594.506,0,629.921
2024-06-30 19:00:00+08,77399.79,25101.356,4336.15,159.22,6888.182,60.063,4594.954,0,786.391
2024-06-30 19:15:00+08,77419.99,25044.282,4707.91,29.64,6890.72,59.606,4612.362,0,780.379
2024-06-30 19:30:00+08,77953.12,25043.501,5029.9,-10.3,6869.313,59.53,4592.245,0,961.617
2024-06-30 19:45:00+08,78416.88,25006.182,5180.14,-13.3,6902.083,59.34,4605.305,0,1375.266
2024-06-30 20:00:00+08,78689.59,24914.947,5414.4,-11.18,6912.153,58.162,4583.795,0,1499.033
2024-06-30 20:15:00+08,78925.67,24913.902,5911.04,-10.0,6904.059,58.884,4635.87,0,1599.607
2024-06-30 20:30:00+08,78812.65,25115.595,6124.59,-9.8,6910.931,59.378,4650.974,0,1779.726
2024-06-30 20:45:00+08,78758.914,24754.128,6194.43,-9.81,6913.203,58.58,4649.251,0,1995.156
2024-06-30 21:00:00+08,78699.76,25039.292,6208.48,-9.82,6903.989,58.922,4646.466,0,2094.68
2024-06-30 21:15:00+08,78128.56,24494.606,6204.09,-9.54,6923.743,58.314,4691.781,0,2092.955
2024-06-30 21:30:00+08,77390.125,24243.263,6581.06,-9.35,6917.087,58.694,4668.591,0,2192.641
2024-06-30 21:45:00+08,76713.625,24062.9,6690.21,-9.14,6919.855,58.276,4679.639,0,2193.834
2024-06-30 22:00:00+08,75900.484,23685.412,6745.46,-9.09,6946.262,58.694,4672.689,0,2094.623
2024-06-30 22:15:00+08,76027.836,23329.157,6536.19,-9.01,6961.362,56.717,4663.538,0,1486.196
2024-06-30 22:30:00+08,75217.96,21862.293,6095.76,-8.92,6942.838,56.565,4676.277,0,847.094
2024-06-30 22:45:00+08,73647.414,20384.824,5814.72,-8.94,6945.426,57.478,4667.343,0,175.489
2024-06-30 23:00:00+08,72078.805,18647.167,6006.43,-8.99,6949.799,57.516,4648.793,0,-3.801
2024-06-30 23:15:00+08,71315.16,17752.499,6429.44,-8.62,6942.356,57.287,4662.269,0,-3.865
2024-06-30 23:30:00+08,69904.37,18063.062,6866.7,-8.65,6954.11,57.363,4676.645,0,-3.977
2024-06-30 23:45:00+08,68944.35,17612.009,7069.27,-8.7,6929.954,56.869,4664.202,0,-3.796
2024-07-01 00:00:00+08,68356.55,16861.684,7305.57,-8.68,6903.267,56.869,4668.041,0,-3.715
2024-07-01 00:15:00+08,69312.8,17640.678,7412.36,-8.47,6799.264,56.603,4678.861,0,-3.737
2024-07-01 00:30:00+08,68777.41,17334.91,7457.96,-8.54,6778.125,56.147,4666.761,0,-3.873
2024-07-01 00:45:00+08,68052.88,17544.473,7742.68,-8.63,6801.355,54.817,4663.582,0,-3.723
2024-07-01 01:00:00+08,67189.4,17490.925,7930.43,-8.55,6887.309,56.185,4670.829,0,-3.808
2024-07-01 01:15:00+08,66717.2,17587.528,8019.98,-8.8,6852.286,56.413,4696.193,0,-3.805
2024-07-01 01:30:00+08,65846.66,17333.637,8070.73,-8.56,6856.345,55.957,4687.456,0,-3.79
2024-07-01 01:45:00+08,65123.43,17310.69,8146.56,-8.71,6865.931,56.071,4703.512,0,-3.771
2024-07-01 02:00:00+08,64455.277,17366.009,7904.74,-8.63,6861.171,55.653,4685.38,0,-3.773
2024-07-01 02:15:00+08,64253.18,17607.074,7692.67,-8.62,6854.945,55.387,4723.462,0,-3.73
2024-07-01 02:30:00+08,63437.35,17454.121,7447.74,-8.79,6859.651,56.413,4704.345,0,-3.75
2024-07-01 02:45:00+08,63211.77,17650.599,6986.37,-8.75,6887.551,55.425,4709.816,0,-3.7
2024-07-01 03:00:00+08,62587.87,17501.23,6498.35,-8.64,6865.688,53.6,4720.242,0,-3.684
2024-07-01 03:15:00+08,62611.344,17580.132,5769.12,-8.9,6903.445,55.121,4705.713,0,-3.715
2024-07-01 03:30:00+08,62192.625,17563.653,4968.11,-8.73,6910.578,55.235,4705.786,0,-3.797
2024-07-01 03:45:00+08,61847.2,17500.466,4303.51,-8.81,6893.145,55.045,4681.505,0,-3.838
2024-07-01 04:00:00+08,61809.31,17577.874,4290.92,-8.69,6889.856,54.931,4713.096,0,-3.775
2024-07-01 04:15:00+08,61917.59,17627.965,4106.81,-8.78,6838.225,53.676,4686.809,0,-3.679
2024-07-01 04:30:00+08,61756.773,17520.975,3388.78,-8.67,6843.987,54.208,4694.603,0,-3.74
2024-07-01 04:45:00+08,62180.89,17605.849,3045.23,-8.73,6850.303,53.866,4700.933,0,-3.749
2024-07-01 05:00:00+08,62535.492,17599.67,3064.6,-5.86,6864.39,54.36,4707.721,0,-3.74
2024-07-01 05:15:00+08,63160.42,17784.602,3128.17,30.66,6855.373,52.65,4691.638,0,-3.7
2024-07-01 05:30:00+08,63180.75,17775.229,3056.67,146.57,6878.834,52.65,4718.993,0,-3.719
2024-07-01 05:45:00+08,63669.49,18256.786,2857.34,352.19,6881.085,53.866,4713.587,0,-3.705
2024-07-01 06:00:00+08,63440.72,18455.969,2650.54,545.11,6827.23,53.486,4711.938,0,-3.728
2024-07-01 06:15:00+08,63219.93,18350.927,2554.22,744.92,6805.848,53.752,4696.363,0,-3.723
2024-07-01 06:30:00+08,62736.906,18215.722,2672.9,1076.62,6828.324,53.182,4699.485,0,-3.758
2024-07-01 06:45:00+08,62464.664,18357.203,2754.12,1513.97,6851.553,53.448,4727.304,0,-3.808
2024-07-01 07:00:00+08,62095.92,18385.979,3023.2,1735.81,6847.681,53.144,4705.909,0,-3.756
2024-07-01 07:15:00+08,62296.04,18670.006,3241.71,1977.51,6846.884,52.574,4719.001,0,-3.613
2024-07-01 07:30:00+08,62440.586,20199.704,3320.1,2266.44,6850.699,52.878,4712.469,0,-3.75
2024-07-01 07:45:00+08,63868.125,21668.904,3114.45,2520.37,6862.044,51.433,4717.405,0,-3.71
2024-07-01 08:00:00+08,65085.082,22638.88,2800.81,2944.91,6832.746,52.84,4724.69,0,-3.587
2024-07-01 08:15:00+08,67202.4,24255.693,2696.52,3118.71,6776.078,52.08,4695.191,0,-3.727
2024-07-01 08:30:00+08,68534.016,24467.439,2574.49,3328.44,6803.945,52.003,4703.271,0,-3.711
2024-07-01 08:45:00+08,69344.46,24575.144,2750.57,3207.48,6805.908,51.737,4708.161,0,-3.686
2024-07-01 09:00:00+08,70336.67,24733.689,2843.23,3522.8,6789.257,52.46,4716.575,0,-278.56
2024-07-01 09:15:00+08,71148.56,25189.966,3021.59,3613.54,6783.906,52.308,4714.624,0,-271.261
2024-07-01 09:30:00+08,71596.47,25086.701,3331.32,3725.9,6751.592,52.422,4716.214,0,-535.281
2024-07-01 09:45:00+08,71636.08,25035.834,3815.29,3626.82,6749.237,52.156,4721.693,0,-831.357
2024-07-01 10:00:00+08,71963.56,24743.804,4343.24,3684.68,6682.532,51.053,4715.072,0,-1123.297
2024-07-01 10:15:00+08,72912.23,25086.704,4715.39,3737.93,6671.687,51.281,4734.888,0,-1124.13
2024-07-01 10:30:00+08,73378.71,24791.449,4977.22,3564.15,6689.877,52.041,4736.126,0,-1118.437
2024-07-01 10:45:00+08,74055.914,25008.929,5135.13,3750.38,6748.627,51.205,4708.839,0,-1117.19
2024-07-01 11:00:00+08,74496.88,25031.108,5287.59,3753.47,6758.949,51.205,4685.45,0,-1119.928
2024-07-01 11:15:00+08,75420.65,24606.069,5286.82,3559.54,6731.497,51.015,4690.288,0,-1120.212
2024-07-01 11:30:00+08,74712.08,23771.432,5166.81,3386.48,6714.814,50.863,4661.116,0,-1119.611
2024-07-01 11:45:00+08,73966.9,23121.105,5124.14,3435.26,6712.542,50.483,4630.683,0,-1114.934
2024-07-01 12:00:00+08,73613.65,22415.556,5058.15,3260.84,6727.384,51.243,4640.738,0,-852.931
2024-07-01 12:15:00+08,73055.78,23056.742,5082.77,3231.97,6755.507,49.038,4613.859,0,-849.095
2024-07-01 12:30:00+08,73451.82,22808.718,5308.89,3215.46,6781.261,49.076,4630.154,0,-844.544
2024-07-01 12:45:00+08,73717.766,23023.536,5475.78,3287.18,6769.748,50.027,4632.985,0,-585.054
2024-07-01 13:00:00+08,73665.15,23094.614,5642.41,2927.16,6799.74,50.407,4683.474,0,-583.136
2024-07-01 13:15:00+08,74259.54,23174.734,5922.41,2766.31,6784.076,49.799,4659.654,0,-580.764
2024-07-01 13:30:00+08,73896.99,22755.407,6003.42,2601.8,6783.221,50.293,4673.435,0,-581.402
2024-07-01 13:45:00+08,74170.97,22997.699,5957.41,2365.23,6818.044,49.304,4681.222,0,-576.756
2024-07-01 14:00:00+08,74195.67,23237.096,5592.16,2182.43,6818.037,49.837,4668.368,0,-291.729
2024-07-01 14:15:00+08,74143.14,22954.672,5491.96,2048.65,6845.564,49.951,4668.038,0,-3.705
2024-07-01 14:30:00+08,74316.32,23347.376,5179.01,2068.04,6821.184,50.255,4658.422,0,-3.843
2024-07-01 14:45:00+08,74523.91,23098.715,5077.89,1842.17,6828.202,49.076,4617.131,0,240.76
2024-07-01 15:00:00+08,74037.58,22928.601,5053.54,1779.58,6820.288,49.761,4642.539,0,247.262
2024-07-01 15:15:00+08,74052.19,23212.504,5101.19,1658.54,6844.225,50.255,4640.115,0,129.846
2024-07-01 15:30:00+08,73862.91,23469.474,5149.69,1565.81,6826.413,49.875,4651.496,0,-3.7
2024-07-01 15:45:00+08,73956.055,23718.699,5248.91,1533.02,6827.398,49.913,4661.461,0,-3.744
2024-07-01 16:00:00+08,73316.82,23841.348,5246.9,1436.59,6836.542,49.799,4690.116,0,-3.698
2024-07-01 16:15:00+08,73029.086,23901.921,5194.24,1332.03,6840.529,49.913,4693.734,0,-3.763
2024-07-01 16:30:00+08,73068.266,23742.118,5189.55,1227.31,6835.04,50.255,4692.442,0,-3.82
2024-07-01 16:45:00+08,73149.805,23708.278,5119.31,1072.68,6845.63,49.837,4698.906,0,-3.735
2024-07-01 17:00:00+08,72754.5,23873.321,5237.0,935.68,6840.547,49.304,4699.275,0,-3.795
2024-07-01 17:15:00+08,72331.1,24173.181,5227.24,850.3,6845.844,49.875,4702.441,0,-3.675
2024-07-01 17:30:00+08,72009.09,24516.709,5377.9,740.51,6861.505,49.799,4727.293,0,-3.791
2024-07-01 17:45:00+08,71817.23,24708.198,5571.85,594.42,6853.357,50.179,4732.703,0,147.565
2024-07-01 18:00:00+08,71676.305,25252.008,5603.53,434.26,6888.856,50.065,4720.489,0,147.718
2024-07-01 18:15:00+08,71602.766,24884.731,5581.95,324.87,6857.004,49.989,4717.227,0,146.865
2024-07-01 18:30:00+08,71769.195,25157.412,5730.11,225.07,6883.798,49.647,4736.242,0,146.66
2024-07-01 18:45:00+08,71409.484,25159.528,5959.65,133.17,6859.307,49.913,4718.913,0,147.064
2024-07-01 19:00:00+08,71498.305,25168.907,6062.9,42.2,6844.624,50.065,4727.504,0,297.365
2024-07-01 19:15:00+08,71255.055,24993.31,6025.83,-2.7,6850.54,48.924,4741.618,0,399.531
2024-07-01 19:30:00+08,71712.375,25254.548,5897.28,-15.05,6861.013,48.43,4728.402,0,397.92
2024-07-01 19:45:00+08,71903.38,25409.683,5662.9,-10.99,6832.264,50.179,4741.738,0,685.785
2024-07-01 20:00:00+08,71702.76,24999.873,5464.98,-9.92,6863.953,49.799,4727.512,0,1098.002
2024-07-01 20:15:00+08,71568.92,25058.295,5525.48,-9.14,6803.213,50.255,4737.901,0,995.856
2024-07-01 20:30:00+08,71533.75,25111.193,5626.76,-9.26,6843.582,50.179,4748.323,0,896.126
2024-07-01 20:45:00+08,70908.78,25382.616,5600.22,-9.08,6791.396,49.913,4742.431,0,745.802
2024-07-01 21:00:00+08,70538.0,25086.182,5577.61,-9.2,6823.727,50.369,4756.901,0,592.557
2024-07-01 21:15:00+08,70026.93,24858.36,5570.63,-9.17,6850.088,49.837,4763.185,0,592.018
2024-07-01 21:30:00+08,69328.11,23374.439,5692.32,-9.3,6832.329,49.647,4755.948,0,476.573
2024-07-01 21:45:00+08,68501.87,21878.8,5583.03,-9.15,6855.158,48.43,4755.017,0,356.087
2024-07-01 22:00:00+08,67668.97,20658.421,5697.77,-9.19,6876.763,49.989,4757.748,0,176.235
2024-07-01 22:15:00+08,68330.08,19239.866,5566.07,-8.96,6860.22,50.331,4743.161,0,300.681
2024-07-01 22:30:00+08,67714.65,18905.275,5750.33,-9.03,6865.185,49.799,4769.602,0,176.087
2024-07-01 22:45:00+08,66631.97,18537.18,5731.95,-8.88,6881.223,49.989,4767.609,0,-3.793
2024-07-01 23:00:00+08,65797.25,18089.553,5595.04,-8.63,6859.466,50.065,4752.841,0,-3.696
2024-07-01 23:15:00+08,65382.38,18270.745,5551.19,-8.62,6848.917,50.635,4772.042,0,-3.697
2024-07-01 23:30:00+08,64574.19,18349.726,5643.34,-8.57,6879.876,49.761,4771.286,0,-3.725
2024-07-01 23:45:00+08,63922.73,18335.911,5809.14,-8.66,6844.208,50.027,4759.087,0,-3.73
2024-07-02 00:00:00+08,63656.68,17332.589,6024.92,-8.57,6829.56,48.886,4758.101,0,-3.796
2024-07-02 00:15:00+08,65261.68,17757.201,6217.54,-8.51,6785.628,49.533,4729.661,0,331.486
2024-07-02 00:30:00+08,64558.105,17410.439,6328.58,-8.6,6795.53,50.217,4749.075,0,177.533
2024-07-02 00:45:00+08,64271.586,17429.863,6681.91,-8.42,6783.248,50.521,4735.835,0,176.443
2024-07-02 01:00:00+08,63651.234,17625.838,6627.6,-8.53,6785.457,50.103,4745.809,0,-3.683
2024-07-02 01:15:00+08,63194.52,17530.737,6907.58,-8.42,6784.04,49.989,4727.037,0,-3.694
2024-07-02 01:30:00+08,62709.223,17607.729,6999.17,-8.61,6778.759,49.951,4738.087,0,-3.722
2024-07-02 01:45:00+08,62406.42,17738.314,7300.22,-8.9,6793.963,50.065,4738.229,0,-3.666
2024-07-02 02:00:00+08,62022.45,17554.888,7441.4,-8.43,6795.337,49.951,4732.014,0,-3.709
2024-07-02 02:15:00+08,61801.934,17372.683,7552.05,-8.51,6791.972,48.772,4744.939,0,-3.804
2024-07-02 02:30:00+08,61402.754,17687.636,7849.04,-8.7,6790.542,49.342,4725.03,0,-3.725
2024-07-02 02:45:00+08,60868.293,17451.792,8056.42,-8.83,6832.862,49.989,4708.069,0,-3.711
2024-07-02 03:00:00+08,60448.04,17352.272,8676.45,-8.71,6808.191,49.799,4727.018,0,-3.779
2024-07-02 03:15:00+08,60628.53,17606.732,9236.54,-8.69,6811.998,50.027,4713.224,0,-3.71
2024-07-02 03:30:00+08,59899.06,17375.781,9642.67,-8.53,6812.427,50.065,4732.959,0,-3.706
2024-07-02 03:45:00+08,59442.324,17401.208,10179.48,-8.66,6810.966,49.875,4727.197,0,-12.262
2024-07-02 04:00:00+08,59351.766,17612.347,10578.29,-8.7,6817.808,49.723,4601.665,0,-12.73
2024-07-02 04:15:00+08,59454.18,17522.779,11143.61,-8.63,6824.032,50.065,4571.61,0,-3.716
2024-07-02 04:30:00+08,59478.543,17486.443,11676.21,-8.86,6824.453,50.027,4631.638,0,-3.712
2024-07-02 04:45:00+08,59617.574,17459.912,12209.25,-8.87,6826.726,48.468,4672.264,0,-3.705
2024-07-02 05:00:00+08,60030.92,17568.847,12908.53,-8.67,6808.563,49.951,4722.241,0,-290.302
2024-07-02 05:15:00+08,60761.46,17751.643,13318.45,-5.2,6812.019,50.179,4738.077,0,-301.657
2024-07-02 05:30:00+08,61219.4,17730.472,13679.84,13.39,6806.391,50.179,4735.94,0,-3.656
2024-07-02 05:45:00+08,61691.254,18024.52,14098.79,54.56,6780.93,50.179,4730.908,0,-3.736
2024-07-02 06:00:00+08,61964.062,18545.125,14420.53,148.35,6828.394,49.837,4744.529,0,-3.657
2024-07-02 06:15:00+08,62401.51,18350.622,14966.57,261.69,6831.999,49.875,4724.674,0,-3.69
2024-07-02 06:30:00+08,62569.414,18405.121,15448.72,311.34,6834.536,49.875,4733.05,0,-3.682
2024-07-02 06:45:00+08,62356.707,18376.862,15801.77,447.75,6815.883,49.799,4755.135,0,-316.106
2024-07-02 07:00:00+08,62420.75,18322.513,15974.27,612.5,6832.119,48.772,4733.922,0,-16.598
2024-07-02 07:15:00+08,63361.363,18881.82,16107.81,673.29,6843.778,49.228,4732.444,0,-16.827
2024-07-02 07:30:00+08,64199.83,20086.243,16193.67,723.8,6790.289,50.103,4730.523,0,-11.614
2024-07-02 07:45:00+08,65471.418,21455.627,16110.19,820.02,6772.146,49.837,4722.05,0,-7.779
2024-07-02 08:00:00+08,67068.95,22884.382,16365.09,983.25,6800.048,49.152,4727.235,0,-8.569
2024-07-02 08:15:00+08,68692.34,24146.212,16515.68,1035.08,6765.19,49.799,4705.928,0,-267.994
2024-07-02 08:30:00+08,69607.484,24376.455,16500.8,1151.47,6794.072,48.962,4708.157,0,-286.53
2024-07-02 08:45:00+08,70186.32,24513.732,16554.27,1357.47,6787.115,50.521,4712.868,0,-536.159
2024-07-02 09:00:00+08,70637.04,24434.119,16540.58,1368.56,6792.971,50.103,4692.713,0,-829.82
2024-07-02 09:15:00+08,71063.86,25007.93,16846.1,1362.79,6776.576,49.228,4688.502,0,-1113.95
2024-07-02 09:30:00+08,71478.66,25203.718,16907.92,1485.7,6757.306,48.126,4678.643,0,-1117.489
2024-07-02 09:45:00+08,71512.83,25214.35,16753.29,1607.8,6743.698,48.886,4700.308,0,-1123.929
2024-07-02 10:00:00+08,71582.37,24840.589,17132.9,1655.35,6726.749,49.19,4684.023,0,-1121.383
2024-07-02 10:15:00+08,71735.36,25317.021,17469.05,1723.74,6737.492,49.19,4698.39,0,-1654.127
2024-07-02 10:30:00+08,71847.29,24838.569,17564.17,1849.29,6732.079,49.19,4674.011,0,-1651.748
2024-07-02 10:45:00+08,71992.8,25246.893,17916.91,1767.86,6709.867,47.898,4683.081,0,-2193.389
2024-07-02 11:00:00+08,71451.984,24823.708,17923.33,2002.76,6716.593,48.468,4712.049,0,-2186.812
2024-07-02 11:15:00+08,71138.02,24432.115,17933.64,1946.85,6725.413,48.126,4706.477,0,-2175.694
2024-07-02 11:30:00+08,69646.164,23809.088,17815.04,1880.21,6718.234,48.24,4719.039,0,-1912.955
2024-07-02 11:45:00+08,68415.414,23370.923,17792.67,1858.2,6726.848,47.176,4691.423,0,-1907.889
2024-07-02 12:00:00+08,66719.68,22637.034,17604.74,1808.26,6746.263,48.316,4738.047,0,-1369.993
2024-07-02 12:15:00+08,65692.69,22443.65,16962.3,1998.6,6755.672,47.784,4710.356,0,-1079.371
2024-07-02 12:30:00+08,65121.035,21884.924,16563.06,1777.95,6732.308,48.164,4729.5,0,-547.553
2024-07-02 12:45:00+08,65055.586,21986.931,16582.89,1799.46,6738.239,47.67,4713.758,0,-546.043
2024-07-02 13:00:00+08,64836.34,22186.702,16569.54,1858.93,6753.091,47.632,4714.312,0,-816.883
2024-07-02 13:15:00+08,65708.37,22065.091,16115.53,1929.83,6774.621,47.746,4700.933,0,-817.444
2024-07-02 13:30:00+08,65505.055,22148.948,15941.33,1959.82,6761.538,47.214,4707.089,0,-539.535
2024-07-02 13:45:00+08,66033.14,21839.351,15620.69,2148.98,6783.459,47.67,4712.212,0,-3.633
2024-07-02 14:00:00+08,66228.96,22666.996,15614.95,2105.77,6778.383,46.491,4710.122,0,-258.343
2024-07-02 14:15:00+08,66331.336,22005.713,15776.37,2011.74,6804.302,46.301,4709.589,0,-260.844
2024-07-02 14:30:00+08,66588.98,22163.845,15494.19,1869.24,6814.061,47.632,4698.975,0,-3.789
2024-07-02 14:45:00+08,66757.75,22624.775,15506.54,1850.23,6824.359,47.746,4703.88,0,-3.732
2024-07-02 15:00:00+08,66471.57,23075.775,15685.66,1766.03,6806.848,46.948,4719.224,0,-3.822
2024-07-02 15:15:00+08,66391.266,23270.902,15853.48,1883.49,6820.825,47.632,4696.77,0,-3.714
2024-07-02 15:30:00+08,66411.39,23328.73,15678.06,1855.97,6840.812,47.404,4676.322,0,-3.872
2024-07-02 15:45:00+08,66474.914,23328.019,15806.77,1623.45,6829.317,47.822,4690.733,0,-3.652
2024-07-02 16:00:00+08,66063.086,23710.325,15330.17,1375.82,6814.068,47.214,4675.563,0,-281.56
2024-07-02 16:15:00+08,65931.74,23205.7,15061.79,1201.27,6827.524,47.328,4666.598,0,-278.946
2024-07-02 16:30:00+08,65953.6,22952.155,15232.32,1153.66,6804.465,46.339,4670.792,0,-3.824
2024-07-02 16:45:00+08,65972.13,22590.069,15146.2,965.31,6855.511,47.632,4701.018,0,-3.676
2024-07-02 17:00:00+08,65742.734,22542.937,15234.84,950.72,6862.635,48.012,4701.012,0,-3.791
2024-07-02 17:15:00+08,65699.29,22124.464,15403.35,863.41,6872.227,47.632,4718.032,0,-3.778
2024-07-02 17:30:00+08,65608.66,22388.742,15455.58,737.06,6869.993,47.328,4705.84,0,-327.221
2024-07-02 17:45:00+08,65796.414,22788.105,15624.68,625.05,6883.027,47.974,4711.499,0,-538.572
2024-07-02 18:00:00+08,65519.582,22587.707,15658.94,497.56,6869.481,47.328,4731.393,0,-3.651
2024-07-02 18:15:00+08,65354.61,22433.918,15629.53,347.31,6866.278,47.67,4719.666,0,-3.716
2024-07-02 18:30:00+08,65492.96,21428.233,15624.54,217.45,6850.333,47.67,4711.712,0,245.501
2024-07-02 18:45:00+08,65372.418,22374.608,15308.81,99.78,6854.698,45.921,4704.809,0,-3.68
2024-07-02 19:00:00+08,65006.01,21796.507,15548.78,35.6,6848.607,48.24,4722.602,0,-3.745
2024-07-02 19:15:00+08,65071.33,22138.862,15383.95,-0.77,6823.526,48.05,4704.046,0,-3.701
2024-07-02 19:30:00+08,65294.613,23174.47,14817.44,-12.82,6838.084,47.67,4713.347,0,-3.904
2024-07-02 19:45:00+08,65390.055,22031.16,14609.28,-12.11,6833.282,47.898,4719.789,0,301.971
2024-07-02 20:00:00+08,65396.33,21643.447,14209.29,-9.7,6798.521,47.67,4732.093,0,1132.935
2024-07-02 20:15:00+08,65287.69,21836.973,13726.0,-9.44,6804.806,48.202,4700.489,0,1255.886
2024-07-02 20:30:00+08,65038.89,21977.546,13340.72,-9.18,6836.35,48.088,4710.358,0,1250.392
2024-07-02 20:45:00+08,64883.3,23148.683,12858.31,-9.19,6781.168,48.164,4707.938,0,808.575
2024-07-02 21:00:00+08,64486.55,23553.021,12375.25,-9.23,6800.892,46.872,4719.848,0,662.569
2024-07-02 21:15:00+08,63794.24,23888.583,11867.14,-9.04,6846.042,46.796,4699.287,0,327.506
2024-07-02 21:30:00+08,63489.848,23059.716,11450.26,-9.03,6848.636,47.29,4698.273,0,550.968
2024-07-02 21:45:00+08,62539.34,21828.256,11099.62,-9.28,6849.692,47.518,4698.427,0,806.268
2024-07-02 22:00:00+08,62056.85,20944.045,10771.19,-9.07,6834.276,47.936,4712.293,0,147.665
2024-07-02 22:15:00+08,62901.797,19035.462,10481.92,-8.82,6809.155,47.974,4689.064,0,424.102
2024-07-02 22:30:00+08,62609.38,18890.389,10053.08,-8.78,6837.161,47.176,4712.525,0,174.933
2024-07-02 22:45:00+08,61905.11,18469.406,9702.73,-9.36,6823.212,46.872,4695.704,0,296.927
