时间,华北来电(MW),银东直流(MW),鲁固直流(MW),昭沂直流(MW)
2024-03-27 04:45:00+08,3532.323,1362.061,4895.02,2798.957
2024-03-27 05:00:00+08,3247.039,1316.65,4895.325,2922.381
2024-03-27 05:15:00+08,3576.979,1268.555,4894.104,3048.796
2024-03-27 05:30:00+08,3230.828,1622.314,4895.63,3622.456
2024-03-27 05:45:00+08,3389.688,1975.342,4896.851,4191.778
2024-03-27 06:00:00+08,3330.113,2328.369,4898.376,4755.268
2024-03-27 06:15:00+08,3342.92,2687.988,4895.02,5310.396
2024-03-27 06:30:00+08,3687.829,2689.209,4896.545,5413.02
2024-03-27 06:45:00+08,3631.443,2687.5,4896.545,5515.085
2024-03-27 07:00:00+08,3537.77,2688.721,4896.851,5617.7
2024-03-27 07:15:00+08,4023.057,2688.721,4895.02,5720.719
2024-03-27 07:30:00+08,4363.239,2689.941,4894.409,5828.852
2024-03-27 07:45:00+08,4808.785,2676.514,4895.325,5934.993
2024-03-27 08:00:00+08,5156.662,2688.232,4897.156,6043.032
2024-03-27 08:15:00+08,5592.37,2671.143,4892.578,6152.834
2024-03-27 08:30:00+08,5889.422,2610.596,4895.63,6069.051
2024-03-27 08:45:00+08,6443.754,2550.537,4895.935,5986.232
2024-03-27 09:00:00+08,6683.112,2525.635,4896.24,5904.191
2024-03-27 09:15:00+08,6573.634,2936.035,4893.188,6190.602
2024-03-27 09:30:00+08,6752.001,2938.232,4895.63,5878.32
2024-03-27 09:45:00+08,7032.332,2937.988,4894.104,5566.768
2024-03-27 10:00:00+08,6868.159,2936.768,4894.409,5414.671
2024-03-27 10:15:00+08,6333.224,3458.984,4895.935,4935.297
2024-03-27 10:30:00+08,6024.521,3522.705,4622.192,4630.389
2024-03-27 10:45:00+08,5600.981,3590.332,4248.047,4327.548
2024-03-27 11:00:00+08,5451.624,3656.25,3877.563,4023.49
2024-03-27 11:15:00+08,4153.544,4011.475,3498.23,4383.686
2024-03-27 11:30:00+08,3851.501,4010.498,3495.178,4218.085
2024-03-27 11:45:00+08,3696.903,4011.963,3497.009,4051.229
2024-03-27 12:00:00+08,3467.816,4013.672,3496.704,3887.064
2024-03-27 12:15:00+08,3214.563,4010.01,3496.094,4303.196
2024-03-27 12:30:00+08,3315.746,3618.652,3497.925,4157.448
2024-03-27 12:45:00+08,3704.203,3228.027,3496.094,4011.425
2024-03-27 13:00:00+08,4189.271,2837.891,3496.094,3865.305
2024-03-27 13:15:00+08,4646.537,2444.092,3496.399,3716.906
2024-03-27 13:30:00+08,4404.641,2580.322,3871.155,3995.848
2024-03-27 13:45:00+08,4759.851,2715.332,4241.638,4276.265
2024-03-27 14:00:00+08,4582.289,2850.83,4613.647,4557.09
2024-03-27 14:15:00+08,4569.151,3030.029,4895.02,4942.28
2024-03-27 14:30:00+08,4583.741,3045.898,4894.104,5254.761
2024-03-27 14:45:00+08,4658.72,3064.697,4895.02,5567.571
2024-03-27 15:00:00+08,4369.397,3078.369,4895.63,5879.959
2024-03-27 15:15:00+08,4700.815,3222.168,4895.02,6200.821
2024-03-27 15:30:00+08,4740.382,3163.574,4893.799,6195.029
2024-03-27 15:45:00+08,5041.253,3109.619,4895.935,6188.444
2024-03-27 16:00:00+08,4836.589,3049.805,4896.24,6184.508
2024-03-27 16:15:00+08,5416.963,2987.305,4895.325,6174.72
2024-03-27 16:30:00+08,6118.095,2987.305,4896.24,6165.144
2024-03-27 16:45:00+08,6293.713,2985.84,4895.63,6156.412
2024-03-27 17:00:00+08,6718.451,2987.305,4892.883,6146.194
2024-03-27 17:15:00+08,6542.926,3283.203,4892.883,6137.292
2024-03-27 17:30:00+08,6391.021,3183.594,4895.63,6132.005
2024-03-27 17:45:00+08,6755.27,3086.426,4894.714,6125.557
2024-03-27 18:00:00+08,6552.637,2988.281,4893.188,6118.836
2024-03-27 18:15:00+08,6771.968,2934.082,4894.409,6113.879
2024-03-27 18:30:00+08,6564.148,2933.105,4896.24,6113.237
2024-03-27 18:45:00+08,6678.101,2932.617,4895.02,6111.385
2024-03-27 19:00:00+08,6465.147,2930.42,4896.24,6111.076
2024-03-27 19:15:00+08,6723.098,2652.832,4895.325,6109.514
2024-03-27 19:30:00+08,6777.034,2629.15,4894.714,6109.292
2024-03-27 19:45:00+08,6699.595,2603.027,4892.883,6110.07
2024-03-27 20:00:00+08,7020.402,2578.369,4895.935,6110.896
2024-03-27 20:15:00+08,6390.852,2546.387,4897.461,6108.072
2024-03-27 20:30:00+08,6142.531,2545.654,4896.851,6110.837
2024-03-27 20:45:00+08,5598.871,2546.387,4898.071,6110.057
2024-03-27 21:00:00+08,5265.624,2547.607,4897.156,6109.716
2024-03-27 21:15:00+08,5351.644,2546.631,4893.799,6110.473
2024-03-27 21:30:00+08,5150.057,2544.189,4897.766,6111.49
2024-03-27 21:45:00+08,5349.299,2546.387,4896.24,6108.938
2024-03-27 22:00:00+08,5359.041,2548.096,4898.682,6109.567
2024-03-27 22:15:00+08,4830.01,2547.852,4896.24,6110.078
2024-03-27 22:30:00+08,4444.741,2083.252,4894.714,5650.494
2024-03-27 22:45:00+08,4104.598,1616.211,4893.188,5194.399
2024-03-27 23:00:00+08,3425.934,1149.414,4895.935,4736.045
2024-03-27 23:15:00+08,3630.855,760.254,4896.545,3765.781
2024-03-27 23:30:00+08,3682.312,760.254,4896.851,3765.192
2024-03-27 23:45:00+08,3508.162,759.766,4895.63,3765.09
2024-03-28 00:00:00+08,3701.692,760.986,4895.935,3765.063
2024-03-28 00:15:00+08,3498.046,1347.656,4896.545,3029.201
2024-03-28 00:30:00+08,3901.331,1348.389,4893.799,2753.276
2024-03-28 00:45:00+08,3343.192,1349.121,4895.02,2752.819
2024-03-28 01:00:00+08,3648.008,1348.145,4893.799,2752.423
2024-03-28 01:15:00+08,3591.082,1348.877,4894.104,2751.657
2024-03-28 01:30:00+08,3578.167,1348.145,4895.02,2751.18
2024-03-28 01:45:00+08,3631.888,1348.633,4896.24,2749.91
2024-03-28 02:00:00+08,3598.864,1348.389,4894.409,2751.14
2024-03-28 02:15:00+08,3663.022,1348.633,4894.714,2751.434
2024-03-28 02:30:00+08,3691.53,1384.521,4894.409,2725.24
2024-03-28 02:45:00+08,3663.863,1426.514,4895.02,2697.929
2024-03-28 03:00:00+08,3685.017,1466.553,4898.071,2667.072
2024-03-28 03:15:00+08,3852.156,1510.986,4894.714,2635.979
2024-03-28 03:30:00+08,3375.927,1510.986,4896.24,2635.759
2024-03-28 03:45:00+08,3709.561,1511.475,4895.63,2636.006
2024-03-28 04:00:00+08,3547.424,1510.986,4895.325,2636.418
2024-03-28 04:15:00+08,3635.796,1510.742,4895.02,2636.104
2024-03-28 04:30:00+08,3837.857,1485.596,4892.578,2756.57
2024-03-28 04:45:00+08,3173.245,1455.322,4896.851,2882.732
2024-03-28 05:00:00+08,3492.781,1423.584,4896.851,3013.508
2024-03-28 05:15:00+08,3349.413,1386.475,4898.071,3153.888
2024-03-28 05:30:00+08,3765.274,1684.326,4895.02,3749.474
2024-03-28 05:45:00+08,3414.331,1992.676,4895.63,4311.503
2024-03-28 06:00:00+08,3566.589,2318.115,4895.63,4832.501
2024-03-28 06:15:00+08,3246.546,2665.283,4896.24,5310.548
2024-03-28 06:30:00+08,3143.781,2665.039,4895.935,5413.952
2024-03-28 06:45:00+08,3761.007,2663.818,4893.188,5515.362
2024-03-28 07:00:00+08,3793.346,2665.527,4896.24,5616.261
2024-03-28 07:15:00+08,3614.677,2665.039,4895.63,5721.155
2024-03-28 07:30:00+08,4360.246,2683.105,4895.63,5828.206
2024-03-28 07:45:00+08,4806.24,2702.393,4896.24,5934.852
2024-03-28 08:00:00+08,5402.738,2727.539,4896.545,6043.534
2024-03-28 08:15:00+08,6064.592,2754.15,4895.935,6151.729
2024-03-28 08:30:00+08,6859.033,2671.631,4894.104,6068.604
2024-03-28 08:45:00+08,7699.798,2604.492,4894.409,5986.358
2024-03-28 09:00:00+08,8423.303,2455.566,4893.799,5903.204
2024-03-28 09:15:00+08,9224.01,2836.426,4897.461,6191.942
2024-03-28 09:30:00+08,10138.219,2839.6,4894.104,5878.924
2024-03-28 09:45:00+08,10373.982,2928.467,4893.799,5562.283
2024-03-28 10:00:00+08,10828.87,2926.025,4897.461,5252.48
2024-03-28 10:15:00+08,10465.583,3456.055,4897.156,4937.143
2024-03-28 10:30:00+08,10818.342,3583.496,4894.409,4630.583
2024-03-28 10:45:00+08,10006.993,3706.055,4717.102,4327.445
2024-03-28 11:00:00+08,10354.113,3829.346,4303.589,4023.041
2024-03-28 11:15:00+08,9454.169,4010.01,3881.836,4380.95
2024-03-28 11:30:00+08,8005.957,3936.035,3880.92,4292.897
2024-03-28 11:45:00+08,8645.303,3920.898,3882.446,4255.662
2024-03-28 12:00:00+08,7912.567,3924.072,3881.531,4232.167
2024-03-28 12:15:00+08,2887.796,4009.521,3882.446,4303.821
2024-03-28 12:30:00+08,3515.67,3619.141,3882.141,4158.907
2024-03-28 12:45:00+08,3677.083,3227.051,3880.92,4013.788
2024-03-28 13:00:00+08,4595.475,2838.379,3882.446,3866.551
2024-03-28 13:15:00+08,5371.014,2445.068,3882.141,3716.128
2024-03-28 13:30:00+08,5094.577,2580.566,4295.044,3996.839
2024-03-28 13:45:00+08,5136.107,2714.111,4707.031,4276.99
2024-03-28 14:00:00+08,4890.156,2851.563,4896.24,4557.199
2024-03-28 14:15:00+08,4770.295,3027.588,4895.935,4940.979
2024-03-28 14:30:00+08,4997.951,3043.457,4896.545,5254.818
2024-03-28 14:45:00+08,5096.073,3058.594,4896.545,5567.949
2024-03-28 15:00:00+08,5005.894,3076.66,4895.325,5881.922
2024-03-28 15:15:00+08,4638.396,3220.703,4895.63,6201.832
2024-03-28 15:30:00+08,4863.373,3163.086,4896.851,6198.009
2024-03-28 15:45:00+08,4881.144,3107.91,4896.545,6192.639
2024-03-28 16:00:00+08,4899.604,3052.002,4897.461,6183.84
2024-03-28 16:15:00+08,5174.915,2986.572,4896.851,6173.04
2024-03-28 16:30:00+08,6718.35,2990.967,4894.104,6163.73
2024-03-28 16:45:00+08,7156.275,2988.037,4896.24,6155.375
2024-03-28 17:00:00+08,7020.085,2986.328,4895.325,6145.015
2024-03-28 17:15:00+08,6763.418,3285.156,4895.02,6138.169
2024-03-28 17:30:00+08,6600.689,3183.594,4894.714,6133.394
2024-03-28 17:45:00+08,6438.222,3085.449,4894.714,6125.586
2024-03-28 18:00:00+08,6817.092,2986.572,4894.714,6119.853
2024-03-28 18:15:00+08,6667.258,2933.838,4895.02,6114.042
2024-03-28 18:30:00+08,6616.129,2933.594,4896.545,6112.776
2024-03-28 18:45:00+08,6743.144,2934.326,4896.24,6111.24
2024-03-28 19:00:00+08,6910.285,2934.082,4894.104,6111.292
2024-03-28 19:15:00+08,6677.728,2740.723,4895.63,6109.607
2024-03-28 19:30:00+08,6741.348,2715.576,4895.63,6109.69
2024-03-28 19:45:00+08,6942.951,2691.162,4894.104,6109.509
2024-03-28 20:00:00+08,6740.193,2665.771,4897.766,6110.19
2024-03-28 20:15:00+08,6601.183,2636.963,4896.24,6107.575
2024-03-28 20:30:00+08,6157.428,2634.766,4895.63,6109.494
2024-03-28 20:45:00+08,5643.746,2635.254,4895.63,6109.713
2024-03-28 21:00:00+08,5236.756,2634.766,4895.325,6108.851
2024-03-28 21:15:00+08,5266.832,2635.742,4895.325,6111.109
2024-03-28 21:30:00+08,5110.838,2599.365,4896.851,6109.288
2024-03-28 21:45:00+08,5390.032,2567.627,4894.104,6110.16
2024-03-28 22:00:00+08,5195.063,2541.992,4894.714,6109.807
2024-03-28 22:15:00+08,4823.621,2517.09,4895.325,6110.879
2024-03-28 22:30:00+08,4638.25,2140.381,4893.494,5652.851
2024-03-28 22:45:00+08,4036.203,1747.314,4895.63,5194.122
2024-03-28 23:00:00+08,3684.702,1334.961,4894.104,4736.004
2024-03-28 23:15:00+08,3564.477,933.594,4895.935,3818.695
2024-03-28 23:30:00+08,3395.669,933.838,4895.02,3819.604
2024-03-28 23:45:00+08,3469.568,934.814,4895.935,3819.953
2024-03-29 00:00:00+08,3505.731,934.57,4894.714,3820.952
2024-03-29 00:15:00+08,2984.103,962.646,4898.682,3029.094
2024-03-29 00:30:00+08,3534.099,839.355,4896.851,2219.68
2024-03-29 00:45:00+08,3680.093,1191.895,4893.494,2055.412
2024-03-29 01:00:00+08,3569.45,1193.115,4895.325,2055.646
2024-03-29 01:15:00+08,3550.297,1192.871,4894.714,2053.625
2024-03-29 01:30:00+08,3585.583,1191.406,4894.104,2053.558
2024-03-29 01:45:00+08,3392.948,1192.627,4896.24,2053.707
2024-03-29 02:00:00+08,3569.63,1191.406,4895.325,2053.466
2024-03-29 02:15:00+08,3609.506,1192.139,4894.714,2053.487
2024-03-29 02:30:00+08,3631.822,1236.328,4894.104,2009.412
2024-03-29 02:45:00+08,3505.155,1279.541,4894.409,1968.502
2024-03-29 03:00:00+08,3501.686,1321.289,4895.02,1923.213
2024-03-29 03:15:00+08,3269.803,1367.92,4895.935,1878.292
2024-03-29 03:30:00+08,3386.139,1367.676,4896.545,1878.083
2024-03-29 03:45:00+08,3655.206,1366.699,4896.851,1879.433
2024-03-29 04:00:00+08,4040.358,1367.188,4895.325,1878.672
2024-03-29 04:15:00+08,3622.283,1367.676,4895.935,1878.487
2024-03-29 04:30:00+08,3478.579,1345.459,4900.208,1956.402
2024-03-29 04:45:00+08,3386.164,1323.486,4897.461,2032.242
2024-03-29 05:00:00+08,3658.847,1300.293,4896.24,2110.388
2024-03-29 05:15:00+08,3363.844,1277.1,5943.604,2191.096
2024-03-29 05:30:00+08,3742.349,1635.01,5943.298,2763.881
2024-03-29 05:45:00+08,3686.011,1992.676,5946.96,3324.696
2024-03-29 06:00:00+08,3600.862,2343.506,5945.435,3875.511
2024-03-29 06:15:00+08,4093.824,2692.627,5945.74,4410.673
2024-03-29 06:30:00+08,3428.906,2692.139,5944.519,4512.698
2024-03-29 06:45:00+08,3473.506,2695.313,5945.74,4614.541
2024-03-29 07:00:00+08,3760.415,2693.604,5946.35,4716.455
2024-03-29 07:15:00+08,3863.736,2692.383,5946.045,4819.435
2024-03-29 07:30:00+08,4443.681,2695.068,5945.435,4928.285
2024-03-29 07:45:00+08,4813.737,2691.895,5944.824,5034.295
2024-03-29 08:00:00+08,5314.029,2694.092,5945.129,5142.79
2024-03-29 08:15:00+08,6141.704,2364.502,5945.435,5251.763
2024-03-29 08:30:00+08,6247.374,2634.277,5947.266,5210.718
2024-03-29 08:45:00+08,6605.632,2582.52,5943.909,5171.254
2024-03-29 09:00:00+08,6918.873,2536.865,5944.519,5131.18
2024-03-29 09:15:00+08,7926.954,2937.5,5946.35,5290.833
2024-03-29 09:30:00+08,7092.68,2937.256,5945.129,4994.567
2024-03-29 09:45:00+08,6959.378,2936.035,5944.824,4698.704
2024-03-29 10:00:00+08,6828.59,2937.256,5948.792,4402.661
2024-03-29 10:15:00+08,6376.3,3563.232,5946.96,4104.062
2024-03-29 10:30:00+08,6168.998,3614.746,5945.129,3930.492
2024-03-29 10:45:00+08,5681.995,3668.457,5521.24,3757.162
2024-03-29 11:00:00+08,5780.41,3699.707,5035.095,3582.107
2024-03-29 11:15:00+08,3731.067,3984.375,4544.373,4035.335
2024-03-29 11:30:00+08,3986.907,3982.91,4544.067,4016.31
2024-03-29 11:45:00+08,3487.019,3979.98,4543.457,3998.66
2024-03-29 12:00:00+08,3005.266,3979.98,4544.678,3980.166
2024-03-29 12:15:00+08,2819.952,3979.98,4541.626,3961.443
2024-03-29 12:30:00+08,3579.086,3610.84,4544.067,3817.375
2024-03-29 12:45:00+08,4023.277,3247.803,4542.847,3675.683
2024-03-29 13:00:00+08,4653.709,2888.672,4542.542,3540.492
2024-03-29 13:15:00+08,4991.897,2532.959,4543.457,3408.707
2024-03-29 13:30:00+08,4845.674,2679.688,5028.381,3558.126
2024-03-29 13:45:00+08,5183.802,2822.021,5513.916,3708.313
2024-03-29 14:00:00+08,5040.702,2967.529,5946.96,3858.859
2024-03-29 14:15:00+08,5009.466,3109.131,5944.214,4110.501
2024-03-29 14:30:00+08,5175.608,3125.244,5943.909,4406.636
2024-03-29 14:45:00+08,4778.594,3137.695,5946.655,4702.774
2024-03-29 15:00:00+08,4707.199,3150.391,5945.435,4998.447
2024-03-29 15:15:00+08,4970.1,3293.701,5944.824,5302.317
2024-03-29 15:30:00+08,4940.563,3219.971,5945.435,5295.961
2024-03-29 15:45:00+08,4846.693,3145.752,5946.96,5288.274
2024-03-29 16:00:00+08,4844.443,3068.604,5945.435,5281.553
2024-03-29 16:15:00+08,5472.503,3110.352,5946.655,5274.063
2024-03-29 16:30:00+08,5950.251,3092.285,5942.993,5264.157
2024-03-29 16:45:00+08,5940.527,3074.951,5948.486,5255.977
2024-03-29 17:00:00+08,6723.991,3055.664,5946.045,5247.589
2024-03-29 17:15:00+08,6710.459,3285.645,5946.655,5238.58
2024-03-29 17:30:00+08,6332.162,3182.861,5946.655,5231.447
2024-03-29 17:45:00+08,6759.061,3085.693,5945.74,5227.389
2024-03-29 18:00:00+08,6895.51,2909.912,5943.604,5218.56
2024-03-29 18:15:00+08,6828.298,2824.463,5950.012,5213.696
2024-03-29 18:30:00+08,6883.785,2823.975,5946.96,5213.249
2024-03-29 18:45:00+08,6938.895,2823.242,5946.35,5212.898
2024-03-29 19:00:00+08,6635.913,2821.289,5943.909,5211.015
2024-03-29 19:15:00+08,6891.628,2712.402,5945.74,5210.979
2024-03-29 19:30:00+08,6759.84,2687.256,5946.96,5210.8
2024-03-29 19:45:00+08,6856.252,2665.039,5947.571,5209.938
2024-03-29 20:00:00+08,7067.522,2638.916,5945.129,5210.742
2024-03-29 20:15:00+08,6500.872,2608.887,5943.298,5210.14
2024-03-29 20:30:00+08,5808.326,2608.398,5946.96,5210.67
2024-03-29 20:45:00+08,5704.444,2606.445,5942.993,5208.945
2024-03-29 21:00:00+08,5246.306,2610.352,5945.74,5209.443
2024-03-29 21:15:00+08,5286.19,2609.131,5946.045,5210.948
2024-03-29 21:30:00+08,5326.141,2605.957,5943.909,5210.683
2024-03-29 21:45:00+08,5146.72,2606.934,5944.519,5209.607
2024-03-29 22:00:00+08,5544.301,2607.422,5944.214,5209.583
2024-03-29 22:15:00+08,4948.485,2604.492,5944.214,5209.306
2024-03-29 22:30:00+08,4401.646,2125.0,5944.214,4839.205
2024-03-29 22:45:00+08,4045.051,1546.143,5945.129,4471.728
2024-03-29 23:00:00+08,3589.436,966.309,5945.129,4060.18
2024-03-29 23:15:00+08,3590.6,742.432,5945.435,3089.743
2024-03-29 23:30:00+08,3758.17,743.408,5944.519,3089.699
2024-03-29 23:45:00+08,3895.134,742.92,5943.909,3089.225
2024-03-30 00:00:00+08,3692.001,742.676,5944.214,3089.882
2024-03-30 00:15:00+08,3539.293,1131.348,6146.24,2661.99
2024-03-30 00:30:00+08,3536.699,1133.057,6144.714,1994.287
2024-03-30 00:45:00+08,3592.715,1131.836,6145.63,1994.555
2024-03-30 01:00:00+08,3431.238,1133.789,6145.325,1994.557
2024-03-30 01:15:00+08,3705.392,1133.057,6141.968,1992.485
2024-03-30 01:30:00+08,3696.655,1132.813,6143.188,1992.477
2024-03-30 01:45:00+08,3432.431,1131.836,6145.02,1992.179
2024-03-30 02:00:00+08,3433.094,1132.568,6145.325,1992.531
2024-03-30 02:15:00+08,3466.695,1132.568,6143.494,1992.33
2024-03-30 02:30:00+08,3545.402,1178.955,6143.494,1946.056
2024-03-30 02:45:00+08,3710.805,1223.145,6139.221,1900.602
2024-03-30 03:00:00+08,3603.653,1272.217,6144.104,1854.701
2024-03-30 03:15:00+08,3535.885,1321.045,6144.409,1804.966
2024-03-30 03:30:00+08,3453.333,1320.068,6144.409,1805.474
2024-03-30 03:45:00+08,3614.946,1317.627,6145.935,1805.447
2024-03-30 04:00:00+08,3492.431,1319.092,6144.714,1805.174
2024-03-30 04:15:00+08,3450.427,1318.604,6145.325,1805.475
2024-03-30 04:30:00+08,3756.041,1296.631,6144.104,1884.543
2024-03-30 04:45:00+08,3389.116,1274.17,6147.156,1964.759
2024-03-30 05:00:00+08,3540.513,1248.291,6141.968,2045.635
2024-03-30 05:15:00+08,3680.619,1222.168,6147.766,2128.426
2024-03-30 05:30:00+08,3330.167,1587.158,6143.188,2711.728
2024-03-30 05:45:00+08,3595.41,1946.777,6144.409,3287.308
2024-03-30 06:00:00+08,3446.713,2304.443,6145.63,3852.79
2024-03-30 06:15:00+08,3479.914,2664.551,6144.104,4410.448
2024-03-30 06:30:00+08,3470.804,2663.33,6143.799,4512.492
2024-03-30 06:45:00+08,3491.878,2665.527,6148.376,4614.177
2024-03-30 07:00:00+08,4409.795,2062.5,6144.714,4703.969
2024-03-30 07:15:00+08,4858.051,1944.336,6146.545,4819.053
2024-03-30 07:30:00+08,5037.731,1767.578,6144.714,4926.302
2024-03-30 07:45:00+08,5996.687,1590.332,6142.883,5034.788
2024-03-30 08:00:00+08,6502.61,1412.109,6146.545,5145.584
2024-03-30 08:15:00+08,7005.244,1354.736,6144.104,5251.277
2024-03-30 08:30:00+08,7320.656,1561.523,6145.935,4992.033
2024-03-30 08:45:00+08,6783.127,2159.668,6145.63,5172.057
2024-03-30 09:00:00+08,5869.862,2387.207,6146.24,5132.715
2024-03-30 09:15:00+08,6976.626,2937.5,6145.02,5290.36
2024-03-30 09:30:00+08,5558.446,2937.744,6147.461,4994.268
2024-03-30 09:45:00+08,6641.08,2937.256,6144.409,4698.346
2024-03-30 10:00:00+08,6529.516,2935.791,6144.714,4401.614
2024-03-30 10:15:00+08,6115.723,3601.318,6145.02,4105.512
2024-03-30 10:30:00+08,5468.866,3644.775,6006.165,3929.199
2024-03-30 10:45:00+08,5504.315,3779.053,5521.851,3756.318
2024-03-30 11:00:00+08,5637.085,3869.141,5035.095,3581.923
2024-03-30 11:15:00+08,3547.604,4010.254,4539.185,4064.673
2024-03-30 11:30:00+08,4353.91,4010.01,4542.542,4045.212
2024-03-30 11:45:00+08,3547.46,4010.254,4544.067,4025.026
2024-03-30 12:00:00+08,3180.744,4009.277,4541.321,4006.05
2024-03-30 12:15:00+08,3104.409,4009.033,4542.236,3990.02
2024-03-30 12:30:00+08,3245.97,3646.24,4542.236,3843.337
2024-03-30 12:45:00+08,3421.448,3282.227,4542.542,3701.423
2024-03-30 13:00:00+08,4228.437,2920.166,4541.931,3556.308
2024-03-30 13:15:00+08,4664.668,2553.955,4543.457,3408.061
2024-03-30 13:30:00+08,4845.278,2699.951,5030.212,3557.54
2024-03-30 13:45:00+08,5110.072,2843.75,5514.526,3708.218
2024-03-30 14:00:00+08,4705.045,2990.479,5997.62,3857.859
2024-03-30 14:15:00+08,4706.565,3139.16,6143.494,4109.937
2024-03-30 14:30:00+08,4575.541,3155.518,6146.851,4405.914
2024-03-30 14:45:00+08,4748.438,3172.363,6145.935,4701.323
2024-03-30 15:00:00+08,4788.743,3190.43,6142.883,4999.581
2024-03-30 15:15:00+08,4617.298,3334.961,6146.24,5301.238
2024-03-30 15:30:00+08,4915.865,3246.094,6142.883,5294.422
2024-03-30 15:45:00+08,4964.045,3163.086,6142.883,5286.717
2024-03-30 16:00:00+08,5087.712,3269.043,6147.766,5281.511
2024-03-30 16:15:00+08,5215.123,3280.273,6144.714,5274.129
2024-03-30 16:30:00+08,5294.451,3287.598,6143.799,5265.795
2024-03-30 16:45:00+08,5963.61,3299.072,6144.714,5255.929
2024-03-30 17:00:00+08,6621.507,3305.908,6145.325,5247.388
2024-03-30 17:15:00+08,6771.428,3313.721,6145.325,5237.74
2024-03-30 17:30:00+08,6585.095,3184.57,6145.935,5231.819
2024-03-30 17:45:00+08,7272.655,2583.008,6143.494,4998.065
2024-03-30 18:00:00+08,7451.243,2224.365,6145.02,5220.09
2024-03-30 18:15:00+08,7059.574,2518.311,6394.653,5213.692
2024-03-30 18:30:00+08,7230.377,2146.729,6394.043,5212.736
2024-03-30 18:45:00+08,7101.681,2142.09,6394.348,5212.487
2024-03-30 19:00:00+08,7390.803,2144.775,6394.653,5210.502
2024-03-30 19:15:00+08,7188.397,2005.859,6395.569,5209.749
2024-03-30 19:30:00+08,7281.146,1981.934,6394.653,5209.558
2024-03-30 19:45:00+08,7236.166,1956.787,6395.264,5210.28
2024-03-30 20:00:00+08,7491.636,1931.885,6393.738,5209.364
2024-03-30 20:15:00+08,6929.221,1900.635,6273.193,5208.875
2024-03-30 20:30:00+08,6819.385,1892.578,6278.381,5210.634
2024-03-30 20:45:00+08,6236.035,1882.813,6272.583,5210.701
2024-03-30 21:00:00+08,5880.634,1875.244,6287.537,5208.775
2024-03-30 21:15:00+08,6184.763,1478.027,6276.855,5209.549
2024-03-30 21:30:00+08,5861.861,1600.098,6280.823,5210.901
2024-03-30 21:45:00+08,6259.942,1474.854,6278.076,5210.626
2024-03-30 22:00:00+08,5715.716,1843.262,6275.94,5210.973
2024-03-30 22:15:00+08,5491.095,1968.75,6204.224,5209.319
2024-03-30 22:30:00+08,4767.337,1423.828,6210.632,4840.382
2024-03-30 22:45:00+08,4440.852,877.686,6207.886,4471.229
2024-03-30 23:00:00+08,3862.32,414.551,6209.717,4051.502
2024-03-30 23:15:00+08,3772.328,414.795,6248.779,3004.341
2024-03-30 23:30:00+08,4238.847,411.621,6229.553,2548.658
2024-03-30 23:45:00+08,4451.004,414.063,6222.229,2549.086
2024-03-31 00:00:00+08,4383.258,410.156,6147.766,2658.592
2024-03-31 00:15:00+08,3073.302,1213.135,6393.738,1912.222
2024-03-31 00:30:00+08,3307.333,1283.936,6395.264,1911.506
2024-03-31 00:45:00+08,3364.96,1279.541,6393.433,1911.407
2024-03-31 01:00:00+08,3264.576,1285.645,6392.822,1911.372
2024-03-31 01:15:00+08,3455.342,1288.086,6391.907,1909.649
2024-03-31 01:30:00+08,3152.279,1290.283,6391.296,1909.226
2024-03-31 01:45:00+08,3097.432,1290.283,6394.653,1909.426
2024-03-31 02:00:00+08,3685.78,1295.898,6392.517,1909.344
2024-03-31 02:15:00+08,3595.332,1009.277,6395.264,1909.219
2024-03-31 02:30:00+08,3663.526,1060.059,6394.653,1858.312
2024-03-31 02:45:00+08,3552.967,1111.328,6393.433,1808.162
2024-03-31 03:00:00+08,3484.965,1160.645,6393.127,1758.032
2024-03-31 03:15:00+08,3759.012,1215.82,6393.433,1705.041
2024-03-31 03:30:00+08,3468.583,1214.111,6394.653,1705.014
2024-03-31 03:45:00+08,3359.647,1215.332,6390.991,1704.941
2024-03-31 04:00:00+08,3367.805,1214.355,6395.569,1705.159
2024-03-31 04:15:00+08,3428.151,1214.111,6395.569,1705.094
2024-03-31 04:30:00+08,3599.119,1181.885,6392.822,1782.328
2024-03-31 04:45:00+08,3536.709,1150.635,6393.738,1859.687
2024-03-31 05:00:00+08,3402.312,1118.896,6395.569,1936.488
2024-03-31 05:15:00+08,3405.473,1084.229,6394.653,2015.11
2024-03-31 05:30:00+08,3621.657,1454.59,6396.484,2612.937
2024-03-31 05:45:00+08,3630.56,1822.266,6394.653,3211.073
2024-03-31 06:00:00+08,3392.74,2194.336,6395.569,3808.818
2024-03-31 06:15:00+08,3349.416,2564.209,6395.874,4410.029
2024-03-31 06:30:00+08,3556.258,2565.674,6398.01,4511.732
2024-03-31 06:45:00+08,3509.769,2565.186,6396.484,4614.797
2024-03-31 07:00:00+08,3587.592,2563.232,6392.517,4716.657
2024-03-31 07:15:00+08,3983.728,2564.209,6394.958,4819.292
2024-03-31 07:30:00+08,4277.495,2563.965,6397.095,4929.135
2024-03-31 07:45:00+08,4939.073,2563.721,6395.569,5036.245
2024-03-31 08:00:00+08,5106.821,2564.209,6395.264,5143.719
2024-03-31 08:15:00+08,5469.336,2562.744,6393.127,5252.474
