时间,华北来电(MW),银东直流(MW),鲁固直流(MW),昭沂直流(MW)
2024-07-26 03:45:00+08,2399.004,3449.951,7161.56,5580.199
2024-07-26 04:00:00+08,2546.412,3451.172,7120.667,5579.765
2024-07-26 04:15:00+08,2396.767,3449.219,7273.865,5579.138
2024-07-26 04:30:00+08,2122.568,3451.172,7282.41,5579.562
2024-07-26 04:45:00+08,2475.739,3508.789,7262.878,5583.45
2024-07-26 05:00:00+08,2455.712,3451.172,7284.851,5579.929
2024-07-26 05:15:00+08,2370.906,3450.928,7284.241,5581.122
2024-07-26 05:30:00+08,2718.527,3439.941,7102.051,5582.916
2024-07-26 05:45:00+08,3331.62,3475.83,6917.419,5582.983
2024-07-26 06:00:00+08,3787.256,3509.277,6787.109,5623.39
2024-07-26 06:15:00+08,3729.961,3509.033,6382.446,6086.247
2024-07-26 06:30:00+08,3762.045,3509.277,6304.932,6054.887
2024-07-26 06:45:00+08,3504.561,3510.498,6251.221,6114.905
2024-07-26 07:00:00+08,3361.471,3509.522,6119.69,6202.788
2024-07-26 07:15:00+08,3882.505,3510.01,6000.977,6552.783
2024-07-26 07:30:00+08,4897.44,3529.053,6441.04,6699.98
2024-07-26 07:45:00+08,5297.362,3688.232,6893.616,6882.309
2024-07-26 08:00:00+08,5968.994,3841.553,7131.348,7051.231
2024-07-26 08:15:00+08,6656.78,4007.813,7299.5,7500.865
2024-07-26 08:30:00+08,6773.907,3908.203,7299.194,7477.565
2024-07-26 08:45:00+08,7081.01,3809.815,7299.5,7455.201
2024-07-26 09:00:00+08,7400.364,3704.346,7208.862,7433.61
2024-07-26 09:15:00+08,7567.587,4008.301,7108.46,7411.976
2024-07-26 09:30:00+08,7404.112,3988.525,7108.154,7417.878
2024-07-26 09:45:00+08,7425.658,3980.225,7108.46,7422.179
2024-07-26 10:00:00+08,7099.885,3975.586,7108.765,7428.333
2024-07-26 10:15:00+08,7339.415,4010.498,7108.154,7433.663
2024-07-26 10:30:00+08,7133.392,4009.766,7000.122,7251.431
2024-07-26 10:45:00+08,7422.131,4010.986,6891.785,7078.726
2024-07-26 11:00:00+08,7537.564,4010.01,6783.752,6890.457
2024-07-26 11:15:00+08,6675.775,4010.742,6684.57,7501.726
2024-07-26 11:30:00+08,6153.856,4010.986,6291.199,7499.755
2024-07-26 11:45:00+08,6468.79,4010.254,5897.522,7502.755
2024-07-26 12:00:00+08,5509.224,4009.277,5505.676,7503.935
2024-07-26 12:15:00+08,5687.648,4010.498,5811.157,7502.738
2024-07-26 12:30:00+08,5396.855,4010.01,5773.621,7490.941
2024-07-26 12:45:00+08,5097.855,4010.498,5737.61,7477.886
2024-07-26 13:00:00+08,5753.637,4007.08,5700.073,7467.464
2024-07-26 13:15:00+08,5174.302,4010.742,5661.011,7453.372
2024-07-26 13:30:00+08,5763.723,4002.441,5699.158,7449.93
2024-07-26 13:45:00+08,5300.7,3993.164,5737.305,7445.983
2024-07-26 14:00:00+08,5669.087,3987.061,5775.452,7445.417
2024-07-26 14:15:00+08,5244.632,4010.986,5866.394,7501.851
2024-07-26 14:30:00+08,5439.67,4011.963,5742.798,7500.169
2024-07-26 14:45:00+08,5079.392,4010.498,5621.643,7501.233
2024-07-26 15:00:00+08,5681.675,4008.545,5496.521,7503.64
2024-07-26 15:15:00+08,5685.712,4011.719,5383.911,7503.078
2024-07-26 15:30:00+08,5909.74,4010.742,5308.228,7500.018
2024-07-26 15:45:00+08,6110.901,4010.01,5223.694,7500.995
2024-07-26 16:00:00+08,6247.864,4010.01,5143.127,7501.107
2024-07-26 16:15:00+08,6355.842,4009.522,5064.392,7500.359
2024-07-26 16:30:00+08,6394.243,4009.277,5064.087,7500.878
2024-07-26 16:45:00+08,6350.795,4008.301,5119.324,7501.36
2024-07-26 17:00:00+08,6037.435,4008.545,5330.2,7500.447
2024-07-26 17:15:00+08,6189.965,4010.742,5828.247,7501.151
2024-07-26 17:30:00+08,6683.576,4010.742,6163.94,7501.44
2024-07-26 17:45:00+08,7139.606,4009.033,6328.43,7502.023
2024-07-26 18:00:00+08,7441.93,4009.033,6563.416,7501.814
2024-07-26 18:15:00+08,7172.835,4010.498,7199.402,7501.142
2024-07-26 18:30:00+08,7179.667,3994.629,7122.498,7501.234
2024-07-26 18:45:00+08,7257.552,3983.887,7049.255,7503.48
2024-07-26 19:00:00+08,7064.772,3969.727,6974.182,7501.149
2024-07-26 19:15:00+08,7313.754,4010.01,7299.194,7502.363
2024-07-26 19:30:00+08,7291.723,4010.254,7298.889,7499.728
2024-07-26 19:45:00+08,7410.114,4006.348,7299.805,7501.501
2024-07-26 20:00:00+08,7478.286,4004.395,7299.5,7501.232
2024-07-26 20:15:00+08,7301.393,4011.719,7299.194,7503.321
2024-07-26 20:30:00+08,7466.196,4010.742,7299.805,7501.547
2024-07-26 20:45:00+08,7318.516,4010.498,7300.11,7499.167
2024-07-26 21:00:00+08,7470.778,4010.986,7298.889,7500.559
2024-07-26 21:15:00+08,6946.961,4011.963,7299.805,7498.409
2024-07-26 21:30:00+08,6503.69,3696.045,7079.773,7258.842
2024-07-26 21:45:00+08,5863.532,3493.164,7092.285,6660.259
2024-07-26 22:00:00+08,5534.281,3146.729,6830.444,6060.264
2024-07-26 22:15:00+08,4265.713,3287.842,6632.996,5579.484
2024-07-26 22:30:00+08,4482.612,2970.459,6481.628,5580.04
2024-07-26 22:45:00+08,4670.362,3016.602,6330.566,5578.946
2024-07-26 23:00:00+08,4271.881,3115.967,6179.199,5579.596
2024-07-26 23:15:00+08,4005.563,3300.537,6683.655,5579.214
2024-07-26 23:30:00+08,3948.089,3300.049,6684.57,5579.845
2024-07-26 23:45:00+08,3910.415,3301.514,6684.265,5580.39
2024-07-27 00:00:00+08,3313.561,3305.664,6684.57,5578.649
2024-07-27 00:15:00+08,3435.939,2761.231,6941.834,5581.433
2024-07-27 00:30:00+08,3659.962,2726.318,6941.834,5581.445
2024-07-27 00:45:00+08,3527.56,2657.715,6942.139,5580.838
2024-07-27 01:00:00+08,3438.056,2621.094,6942.139,5581.571
2024-07-27 01:15:00+08,3432.115,2802.246,6942.444,5579.907
2024-07-27 01:30:00+08,3271.927,2799.072,6942.444,5580.207
2024-07-27 01:45:00+08,3434.677,2800.293,6942.139,5581.424
2024-07-27 02:00:00+08,3568.517,2798.584,6942.139,5579.968
2024-07-27 02:15:00+08,3463.402,2806.152,6942.444,5579.467
2024-07-27 02:30:00+08,3304.752,2792.725,6942.444,5579.541
2024-07-27 02:45:00+08,3714.803,2807.861,6942.139,5578.598
2024-07-27 03:00:00+08,3107.523,2830.078,6942.139,5578.381
2024-07-27 03:15:00+08,3239.243,2849.365,6941.834,5580.104
2024-07-27 03:30:00+08,3365.807,2854.736,6942.139,5578.004
2024-07-27 03:45:00+08,3382.243,2851.563,6942.444,5579.174
2024-07-27 04:00:00+08,3236.717,2840.576,6943.665,5579.975
2024-07-27 04:15:00+08,3244.968,2824.707,6942.444,5658.4
2024-07-27 04:30:00+08,3351.67,2826.172,6943.359,5629.603
2024-07-27 04:45:00+08,3309.825,2826.172,6941.528,5659.871
2024-07-27 05:00:00+08,3051.855,2825.928,6942.444,5638.321
2024-07-27 05:15:00+08,3446.09,2783.936,6942.139,5579.01
2024-07-27 05:30:00+08,3849.315,2796.387,6758.423,5581.374
2024-07-27 05:45:00+08,4213.417,2804.443,6576.233,5583.455
2024-07-27 06:00:00+08,4568.32,3031.25,6392.822,5589.76
2024-07-27 06:15:00+08,4468.632,3211.914,6219.177,5589.12
2024-07-27 06:30:00+08,4771.667,3167.969,6163.94,5591.989
2024-07-27 06:45:00+08,4504.511,3232.91,6109.619,5596.283
2024-07-27 07:00:00+08,4330.241,3463.135,6056.824,5745.325
2024-07-27 07:15:00+08,4026.869,3509.522,6002.197,6272.85
2024-07-27 07:30:00+08,4648.83,3529.053,6375.122,6700.184
2024-07-27 07:45:00+08,5101.488,3687.012,6746.826,6927.143
2024-07-27 08:00:00+08,6149.071,3844.971,7119.751,6985.55
2024-07-27 08:15:00+08,6578.854,4009.033,7299.805,7502.884
2024-07-27 08:30:00+08,6796.242,3908.447,7299.805,7483.372
2024-07-27 08:45:00+08,7132.155,3812.256,7298.889,7454.565
2024-07-27 09:00:00+08,7629.026,3711.67,7209.168,7430.774
2024-07-27 09:15:00+08,7500.94,4012.207,7108.154,7412.07
2024-07-27 09:30:00+08,7286.271,3998.047,7108.765,7418.139
2024-07-27 09:45:00+08,7643.856,3986.328,7107.544,7422.642
2024-07-27 10:00:00+08,7423.424,3975.098,7108.765,7428.01
2024-07-27 10:15:00+08,7093.148,4011.475,7108.765,7434.218
2024-07-27 10:30:00+08,7314.272,4010.986,7000.427,7256.311
2024-07-27 10:45:00+08,7266.094,4011.719,6892.7,7072.448
2024-07-27 11:00:00+08,7336.373,4010.01,6784.668,6889.751
2024-07-27 11:15:00+08,6692.314,4009.522,6683.96,7501.383
2024-07-27 11:30:00+08,6418.402,4010.01,6290.894,7502.753
2024-07-27 11:45:00+08,5750.926,4011.963,5898.132,7501.183
2024-07-27 12:00:00+08,5185.702,4011.719,5505.371,7500.726
2024-07-27 12:15:00+08,5638.188,4009.033,5812.378,7501.663
2024-07-27 12:30:00+08,5325.534,4007.568,5773.926,7503.565
2024-07-27 12:45:00+08,5665.293,4011.719,5738.525,7503.48
2024-07-27 13:00:00+08,5536.246,4009.033,5700.684,7502.604
2024-07-27 13:15:00+08,5477.071,4011.231,5661.316,7502.946
2024-07-27 13:30:00+08,5280.554,4003.174,5699.463,7502.978
2024-07-27 13:45:00+08,5484.892,3993.164,5737.915,7501.787
2024-07-27 14:00:00+08,5467.361,3987.061,5775.147,7502.715
2024-07-27 14:15:00+08,5436.037,4013.184,5878.296,7462.443
2024-07-27 14:30:00+08,5366.996,4012.207,5753.479,7459.074
2024-07-27 14:45:00+08,5333.501,4012.451,5623.779,7457.605
2024-07-27 15:00:00+08,5337.569,4010.254,5505.371,7451.94
2024-07-27 15:15:00+08,5307.904,4009.522,5434.265,7500.893
2024-07-27 15:30:00+08,5648.452,4012.451,5333.862,7501.027
2024-07-27 15:45:00+08,6088.431,4010.742,5256.653,7499.436
2024-07-27 16:00:00+08,6061.564,4009.522,5178.833,7503.199
2024-07-27 16:15:00+08,6320.25,4010.01,5064.087,7502.187
2024-07-27 16:30:00+08,6173.358,4012.695,5064.697,7500.353
2024-07-27 16:45:00+08,6321.251,4009.766,5188.294,7503.115
2024-07-27 17:00:00+08,6205.11,4010.986,5193.176,7503.112
2024-07-27 17:15:00+08,6234.185,4010.498,5664.368,7502.643
2024-07-27 17:30:00+08,6737.443,4009.522,5970.459,7501.89
2024-07-27 17:45:00+08,6734.342,4010.742,6231.079,7503.2
2024-07-27 18:00:00+08,7605.285,4010.254,6563.11,7503.026
2024-07-27 18:15:00+08,6901.672,4010.01,7200.317,7501.602
2024-07-27 18:30:00+08,7336.164,3999.023,7123.108,7501.803
2024-07-27 18:45:00+08,7335.141,3983.887,7048.645,7499.481
2024-07-27 19:00:00+08,7551.492,3971.436,6973.572,7499.583
2024-07-27 19:15:00+08,7513.604,4012.451,7299.194,7501.082
2024-07-27 19:30:00+08,6985.656,4010.986,7297.974,7502.016
2024-07-27 19:45:00+08,6197.129,4005.127,7299.805,7500.279
2024-07-27 20:00:00+08,6396.583,4004.639,7301.331,7500.671
2024-07-27 20:15:00+08,6474.142,4012.94,7300.415,7499.941
2024-07-27 20:30:00+08,6518.437,4010.986,7298.889,7498.925
2024-07-27 20:45:00+08,6489.834,4011.719,7299.805,7499.306
2024-07-27 21:00:00+08,6908.784,4010.498,7298.584,7498.056
2024-07-27 21:15:00+08,7375.375,4009.277,7299.194,7499.188
2024-07-27 21:30:00+08,6948.597,3697.022,6998.596,7019.91
2024-07-27 21:45:00+08,6085.387,3384.277,7210.693,6671.828
2024-07-27 22:00:00+08,5300.574,3087.158,6935.73,6190.279
2024-07-27 22:15:00+08,2553.385,3509.033,6751.404,7003.36
2024-07-27 22:30:00+08,2510.532,3507.08,6551.209,6987.635
2024-07-27 22:45:00+08,2462.708,3508.301,6355.286,7017.681
2024-07-27 23:00:00+08,2378.683,3508.057,6243.286,7006.003
2024-07-27 23:15:00+08,2446.138,3510.254,6704.407,6780.784
2024-07-27 23:30:00+08,2798.635,3509.277,6734.009,6325.341
2024-07-27 23:45:00+08,3055.21,3510.01,6734.009,6236.395
2024-07-28 00:00:00+08,2316.729,3509.766,6701.66,6176.787
2024-07-28 00:15:00+08,2512.182,3508.545,6964.111,5432.106
2024-07-28 00:30:00+08,2826.984,3508.301,6931.152,4900.79
2024-07-28 00:45:00+08,2740.098,3506.348,6934.509,4900.284
2024-07-28 01:00:00+08,2291.195,3372.559,6907.044,4900.229
2024-07-28 01:15:00+08,2817.62,3509.033,6923.523,4900.864
2024-07-28 01:30:00+08,2384.836,3507.813,6918.03,4901.155
2024-07-28 01:45:00+08,2571.551,3508.545,6916.199,4900.903
2024-07-28 02:00:00+08,2380.513,3508.057,6908.569,4902.137
2024-07-28 02:15:00+08,2609.753,3507.568,6908.875,4901.835
2024-07-28 02:30:00+08,2677.331,3389.16,6907.959,4901.436
2024-07-28 02:45:00+08,2459.352,3390.381,6908.875,4901.528
2024-07-28 03:00:00+08,2944.505,3354.736,6908.264,4900.65
2024-07-28 03:15:00+08,2496.739,3453.613,6907.349,4900.045
2024-07-28 03:30:00+08,2598.964,3485.84,6909.18,4902.112
2024-07-28 03:45:00+08,2622.978,3501.953,6908.569,4900.809
2024-07-28 04:00:00+08,2740.133,3489.502,6908.875,4901.139
2024-07-28 04:15:00+08,2429.129,3506.836,6907.349,4900.351
2024-07-28 04:30:00+08,2639.233,3510.254,6907.654,4900.889
2024-07-28 04:45:00+08,2734.853,3510.01,6907.959,4901.979
2024-07-28 05:00:00+08,2579.753,3507.324,6907.654,4900.766
2024-07-28 05:15:00+08,2919.479,3508.301,6907.959,4902.235
2024-07-28 05:30:00+08,3268.744,3509.766,6724.548,4900.832
2024-07-28 05:45:00+08,3355.128,3509.766,6542.358,4901.131
2024-07-28 06:00:00+08,3989.822,3507.568,6359.253,4900.183
2024-07-28 06:15:00+08,4143.486,3507.08,6185.303,4901.093
2024-07-28 06:30:00+08,4423.555,3510.742,6139.221,4900.111
2024-07-28 06:45:00+08,4377.299,3508.789,6094.055,4901.766
2024-07-28 07:00:00+08,4062.258,3509.522,6048.279,4901.538
2024-07-28 07:15:00+08,4759.215,3508.789,6001.892,4901.338
2024-07-28 07:30:00+08,5499.11,3528.32,6374.207,4901.172
2024-07-28 07:45:00+08,5881.335,3685.547,6746.216,4902.286
2024-07-28 08:00:00+08,6371.681,3845.703,7118.835,4900.964
2024-07-28 08:15:00+08,6422.335,4007.813,7298.889,4900.84
2024-07-28 08:30:00+08,6962.357,3908.447,7299.5,4900.373
2024-07-28 08:45:00+08,7061.065,3811.279,7298.584,4901.57
2024-07-28 09:00:00+08,7365.193,3710.449,7209.168,4901.547
2024-07-28 09:15:00+08,7611.773,4010.254,7109.985,4899.967
2024-07-28 09:30:00+08,7696.782,3996.338,7109.375,4900.202
2024-07-28 09:45:00+08,7418.523,3986.328,7109.375,4901.221
2024-07-28 10:00:00+08,7193.831,3974.121,7109.985,4900.236
2024-07-28 10:15:00+08,7425.256,4009.766,7108.154,4902.576
2024-07-28 10:30:00+08,7121.523,4013.428,6999.512,4900.185
2024-07-28 10:45:00+08,7465.902,4008.545,6892.09,4899.353
2024-07-28 11:00:00+08,7172.463,4008.057,6784.058,4901.981
2024-07-28 11:15:00+08,6668.248,4011.231,6685.181,4899.891
2024-07-28 11:30:00+08,6230.319,4009.766,6291.199,4900.727
2024-07-28 11:45:00+08,5734.443,4009.766,5898.438,4900.019
2024-07-28 12:00:00+08,5314.592,4012.695,5505.066,4901.214
2024-07-28 12:15:00+08,5431.254,4011.231,5811.157,4900.615
2024-07-28 12:30:00+08,5625.022,4010.01,5775.147,4901.973
2024-07-28 12:45:00+08,5032.325,4011.231,5736.694,4900.807
2024-07-28 13:00:00+08,5745.798,4011.963,5701.294,4900.782
2024-07-28 13:15:00+08,5587.357,4009.033,5660.4,4900.451
2024-07-28 13:30:00+08,5778.827,4003.174,5699.158,4900.242
2024-07-28 13:45:00+08,5348.879,3993.408,5737.61,4901.652
2024-07-28 14:00:00+08,5801.299,3983.154,5775.452,4900.287
2024-07-28 14:15:00+08,5532.199,4010.254,5849.609,4899.767
2024-07-28 14:30:00+08,5546.282,4010.498,5723.572,4900.496
2024-07-28 14:45:00+08,5298.264,4011.963,5597.229,4901.277
2024-07-28 15:00:00+08,5601.789,4009.766,5471.191,4901.051
2024-07-28 15:15:00+08,5762.898,4012.207,5348.816,4900.585
2024-07-28 15:30:00+08,5940.437,4010.01,5263.367,4901.832
2024-07-28 15:45:00+08,6064.497,4010.01,5189.819,4899.865
2024-07-28 16:00:00+08,6220.779,4010.01,5128.479,4899.264
2024-07-28 16:15:00+08,6135.147,4010.498,5064.087,4901.401
2024-07-28 16:30:00+08,6301.082,4010.986,5064.087,4900.386
2024-07-28 16:45:00+08,6309.061,4010.986,5131.531,4901.017
2024-07-28 17:00:00+08,6013.244,4010.742,5333.557,4900.909
2024-07-28 17:15:00+08,6168.718,4009.766,5875.549,4901.71
2024-07-28 17:30:00+08,6500.135,4011.963,6199.951,4900.67
2024-07-28 17:45:00+08,7063.808,4010.254,6529.541,4901.301
2024-07-28 18:00:00+08,7248.217,4009.522,6857.91,4901.794
2024-07-28 18:15:00+08,7032.085,4008.789,7299.194,4899.749
2024-07-28 18:30:00+08,6964.519,3998.535,7299.5,4901.409
2024-07-28 18:45:00+08,6988.499,3986.084,7299.194,4900.821
2024-07-28 19:00:00+08,6926.624,3971.924,7299.805,4901.329
2024-07-28 19:15:00+08,7304.692,4010.254,7301.025,4900.19
2024-07-28 19:30:00+08,7511.91,4006.104,7299.5,4902.602
2024-07-28 19:45:00+08,7582.548,4006.104,7299.5,4901.239
2024-07-28 20:00:00+08,7631.505,4003.906,7298.889,4902.042
2024-07-28 20:15:00+08,7572.217,4012.207,7299.805,4900.716
2024-07-28 20:30:00+08,6714.994,4011.231,7299.805,4900.535
2024-07-28 20:45:00+08,7047.755,4010.986,7299.5,4900.459
2024-07-28 21:00:00+08,7101.24,4011.475,7299.194,4899.993
2024-07-28 21:15:00+08,6804.535,4011.231,7299.194,4901.021
2024-07-28 21:30:00+08,6315.002,3697.266,7299.194,4901.856
2024-07-28 21:45:00+08,5751.513,3439.941,7299.5,4899.853
2024-07-28 22:00:00+08,5345.918,3067.383,7077.026,4902.144
2024-07-28 22:15:00+08,3378.22,3508.301,7158.508,4900.51
2024-07-28 22:30:00+08,3419.808,3510.01,7004.395,4901.304
2024-07-28 22:45:00+08,3716.363,3509.033,6912.842,4900.408
2024-07-28 23:00:00+08,3002.845,3510.01,6762.39,4902.271
2024-07-28 23:15:00+08,3845.626,3510.986,6641.846,4900.239
2024-07-28 23:30:00+08,3762.956,3509.033,6642.456,4901.33
2024-07-28 23:45:00+08,3816.988,3508.545,6668.091,4900.69
2024-07-29 00:00:00+08,3065.418,3510.01,6641.846,4900.883
2024-07-29 00:15:00+08,3046.393,2841.065,6942.139,5583.289
2024-07-29 00:30:00+08,3009.329,2799.316,6942.139,5581.877
2024-07-29 00:45:00+08,3425.248,2780.762,6942.444,5583.486
2024-07-29 01:00:00+08,3006.708,2813.721,6941.223,5582.61
2024-07-29 01:15:00+08,3287.812,3006.104,6942.749,5579.904
2024-07-29 01:30:00+08,3209.923,2988.525,6942.444,5579.942
2024-07-29 01:45:00+08,3215.054,2972.168,6942.444,5579.655
2024-07-29 02:00:00+08,3291.885,2950.195,6942.444,5579.485
2024-07-29 02:15:00+08,3161.815,3010.01,6942.139,5580.132
2024-07-29 02:30:00+08,3363.86,3038.086,6942.139,5578.292
2024-07-29 02:45:00+08,3143.09,3034.18,6942.749,5579.932
2024-07-29 03:00:00+08,3070.461,2986.328,6942.444,5579.487
2024-07-29 03:15:00+08,2920.508,3251.953,6941.223,5578.988
2024-07-29 03:30:00+08,3060.724,3314.941,6942.749,5579.632
2024-07-29 03:45:00+08,2839.577,3348.145,6940.918,5579.822
2024-07-29 04:00:00+08,2728.642,3329.102,6941.223,5581.233
2024-07-29 04:15:00+08,2518.902,3510.01,6941.834,5679.578
2024-07-29 04:30:00+08,2397.81,3509.033,6942.139,5702.463
2024-07-29 04:45:00+08,2683.131,3509.522,6943.359,5674.69
2024-07-29 05:00:00+08,2380.761,3507.324,6942.444,5661.498
2024-07-29 05:15:00+08,2786.122,3510.254,6943.054,5701.936
2024-07-29 05:30:00+08,2909.811,3509.033,6758.118,5667.489
2024-07-29 05:45:00+08,3420.0,3508.301,6576.233,5765.89
2024-07-29 06:00:00+08,3562.648,3508.789,6391.907,5762.262
2024-07-29 06:15:00+08,4048.875,3509.277,6219.177,5897.585
2024-07-29 06:30:00+08,3856.688,3510.01,6163.025,5859.52
2024-07-29 06:45:00+08,4094.35,3509.766,6104.431,5932.817
2024-07-29 07:00:00+08,3500.297,3508.789,6047.669,6172.241
2024-07-29 07:15:00+08,3478.134,3508.545,6000.366,7057.411
2024-07-29 07:30:00+08,4106.642,3528.565,6373.596,7247.198
2024-07-29 07:45:00+08,4774.785,3687.5,6746.216,7502.912
2024-07-29 08:00:00+08,6207.208,3842.285,7119.751,7067.509
2024-07-29 08:15:00+08,6391.474,4008.789,7299.5,7502.645
2024-07-29 08:30:00+08,6687.966,3907.471,7299.805,7476.573
2024-07-29 08:45:00+08,7117.594,3809.326,7299.5,7454.905
2024-07-29 09:00:00+08,7290.358,3709.473,7208.252,7432.552
2024-07-29 09:15:00+08,7445.404,4008.301,7108.46,7413.125
2024-07-29 09:30:00+08,7587.162,3999.268,7107.849,7417.539
2024-07-29 09:45:00+08,7592.887,3987.305,7108.46,7422.65
2024-07-29 10:00:00+08,7078.172,3973.145,7109.07,7428.312
2024-07-29 10:15:00+08,7191.858,4011.231,7109.07,7433.532
2024-07-29 10:30:00+08,7292.672,4011.963,7000.427,7253.345
2024-07-29 10:45:00+08,7534.315,4011.963,6892.7,7140.388
2024-07-29 11:00:00+08,7141.35,4010.01,6783.752,7235.254
2024-07-29 11:15:00+08,6740.997,4010.742,6684.265,7502.858
2024-07-29 11:30:00+08,6598.68,4010.498,6291.199,7504.345
2024-07-29 11:45:00+08,6386.684,4010.254,5898.132,7503.335
2024-07-29 12:00:00+08,5272.535,4009.522,5505.371,7501.15
2024-07-29 12:15:00+08,5630.366,4008.545,5811.157,7502.616
2024-07-29 12:30:00+08,5267.794,4010.01,5774.841,7489.575
2024-07-29 12:45:00+08,5497.719,4010.742,5737.0,7476.393
2024-07-29 13:00:00+08,5694.704,4010.986,5700.684,7466.049
2024-07-29 13:15:00+08,5690.993,4009.522,5661.011,7453.669
2024-07-29 13:30:00+08,5703.363,3999.756,5698.853,7451.538
2024-07-29 13:45:00+08,5277.116,3993.408,5737.915,7445.657
2024-07-29 14:00:00+08,5530.741,3981.201,5774.841,7443.286
2024-07-29 14:15:00+08,5243.861,4011.475,5813.904,7502.125
2024-07-29 14:30:00+08,5274.558,4008.545,5688.782,7500.299
2024-07-29 14:45:00+08,5210.003,4011.231,5563.355,7501.189
2024-07-29 15:00:00+08,5450.738,4010.986,5438.843,7497.502
2024-07-29 15:15:00+08,5682.555,4009.522,5360.107,7502.814
2024-07-29 15:30:00+08,5373.448,4010.742,5273.132,7500.793
2024-07-29 15:45:00+08,5823.762,4009.766,5190.125,7502.005
2024-07-29 16:00:00+08,6479.426,4010.01,5128.174,7500.915
2024-07-29 16:15:00+08,5618.551,4009.033,5064.697,7501.542
2024-07-29 16:30:00+08,5804.682,4010.986,5064.697,7499.193
2024-07-29 16:45:00+08,4599.727,4010.498,5064.697,7500.526
2024-07-29 17:00:00+08,3993.122,4010.01,5064.087,7502.392
2024-07-29 17:15:00+08,3828.401,4012.94,5564.575,7500.1
2024-07-29 17:30:00+08,3764.617,4012.94,5897.522,7501.972
2024-07-29 17:45:00+08,4011.187,4010.498,6230.164,7501.454
2024-07-29 18:00:00+08,4563.563,4010.986,6562.195,7500.436
2024-07-29 18:15:00+08,3978.038,4010.498,7200.012,7502.49
2024-07-29 18:30:00+08,4305.838,3998.535,7122.192,7501.176
2024-07-29 18:45:00+08,4425.989,3983.398,7048.34,7500.294
2024-07-29 19:00:00+08,4412.95,3971.191,6973.267,7502.13
2024-07-29 19:15:00+08,4297.108,4010.498,7299.5,7503.764
2024-07-29 19:30:00+08,4276.137,4007.568,7299.5,7502.724
2024-07-29 19:45:00+08,4532.516,4007.08,7298.889,7500.481
2024-07-29 20:00:00+08,4629.828,4002.686,7299.194,7501.983
2024-07-29 20:15:00+08,4557.765,4010.498,7299.194,7498.889
2024-07-29 20:30:00+08,4197.422,4011.963,7299.805,7500.594
2024-07-29 20:45:00+08,4588.463,3996.338,7299.5,7500.744
2024-07-29 21:00:00+08,4673.215,4009.277,7299.194,7499.274
2024-07-29 21:15:00+08,4029.166,4011.475,7298.584,7500.547
2024-07-29 21:30:00+08,3313.107,3699.463,7298.279,7033.14
2024-07-29 21:45:00+08,2735.239,3382.324,7297.363,6540.003
2024-07-29 22:00:00+08,2450.146,3069.092,6829.529,6058.146
2024-07-29 22:15:00+08,1295.012,3508.545,6632.08,5974.856
2024-07-29 22:30:00+08,1529.983,3508.545,6529.541,5751.641
2024-07-29 22:45:00+08,2107.141,3508.057,6330.566,5948.803
2024-07-29 23:00:00+08,2344.615,3508.301,6180.115,5983.253
2024-07-29 23:15:00+08,3157.544,3509.277,6678.162,5772.095
2024-07-29 23:30:00+08,3571.499,3509.033,6696.167,5721.808
2024-07-29 23:45:00+08,3675.027,3510.498,6696.777,5686.123
2024-07-30 00:00:00+08,2917.668,3507.08,6678.772,5670.175
2024-07-30 00:15:00+08,3065.23,2792.481,6942.139,5636.536
2024-07-30 00:30:00+08,3198.736,2753.662,6942.444,5634.605
